Trial,Ping Duration,Distance (cm),Ping Time (us),Delay (us),Steps,Arduino ID,Sensor ID,Range (cm),Sensor length (cm),Color of sensor,Angle on XY plane,side a (cm),side b (cm),side c (cm),Angle on YZ plane,Sensor Configuration,Sensor Angle,Surface material,Surface Length (cm),Surface Width (cm)
0,3964,53,3039,16800,0,11,3,53,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
1,3964,53,3043,16800,0,11,3,53,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
2,3952,53,3035,16800,0,11,3,53,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
3,3956,53,3035,16800,0,11,3,53,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
4,3960,53,3039,16800,0,11,3,53,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
5,3972,53,3039,16800,0,11,3,53,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
6,3968,53,3035,16800,0,11,3,53,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
7,3956,53,3043,16800,0,11,3,53,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
8,3960,53,3039,16800,0,11,3,53,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
9,3956,53,3043,16800,0,11,3,53,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
10,3984,53,3063,16800,0,11,3,53,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
11,3956,53,3043,16800,0,11,3,53,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
12,3960,53,3039,16800,0,11,3,53,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
13,3964,53,3043,16800,0,11,3,53,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
14,3964,53,3039,16800,0,11,3,53,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
15,3956,53,3035,16800,0,11,3,53,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
16,3964,53,3043,16800,0,11,3,53,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
17,3952,53,3035,16800,0,11,3,53,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
18,3956,53,3039,16800,0,11,3,53,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
19,3960,53,3039,16800,0,11,3,53,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
20,3960,53,3035,16800,0,11,3,53,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
21,3960,53,3039,16800,0,11,3,53,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
22,3964,53,3043,16800,0,11,3,53,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
23,3952,53,3039,16800,0,11,3,53,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
24,3956,53,3039,16800,0,11,3,53,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
25,3956,53,3039,16800,0,11,3,53,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
26,3956,53,3043,16800,0,11,3,53,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
27,3956,53,3039,16800,0,11,3,53,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
28,3964,53,3043,16800,0,11,3,53,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
29,3984,53,3059,16800,0,11,3,53,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
30,3960,53,3039,16800,0,11,3,53,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
31,3952,53,3039,16800,0,11,3,53,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
32,3960,53,3039,16800,0,11,3,53,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
33,3956,53,3039,16800,0,11,3,53,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
34,3956,53,3039,16800,0,11,3,53,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
35,3964,53,3039,16800,0,11,3,53,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
36,3964,53,3035,16800,0,11,3,53,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
37,3960,53,3039,16800,0,11,3,53,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
38,3964,53,3043,16800,0,11,3,53,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
39,3956,53,3035,16800,0,11,3,53,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
40,3956,53,3039,16800,0,11,3,53,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
41,3956,53,3035,16800,0,11,3,53,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
42,3956,53,3039,16800,0,11,3,53,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
43,3980,53,3059,16800,0,11,3,53,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
44,3964,53,3043,16800,0,11,3,53,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
45,3960,53,3039,16800,0,11,3,53,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
46,3960,53,3039,16800,0,11,3,53,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
47,3956,53,3043,16800,0,11,3,53,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
48,3956,53,3039,16800,0,11,3,53,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
49,3956,53,3039,16800,0,11,3,53,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
50,3980,53,3067,16800,0,11,3,53,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
51,3964,53,3043,16800,0,11,3,53,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
52,3960,53,3039,16800,0,11,3,53,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
53,3960,53,3039,16800,0,11,3,53,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
54,3960,53,3043,16800,0,11,3,53,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
55,3932,52,3011,16800,0,11,3,53,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
56,3956,53,3043,16800,0,11,3,53,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
57,3980,53,3063,16800,0,11,3,53,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
58,3980,53,3063,16800,0,11,3,53,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
59,3988,53,3063,16800,0,11,3,53,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
60,3960,53,3035,16800,0,11,3,53,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
61,3964,53,3043,16800,0,11,3,53,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
62,3960,53,3043,16800,0,11,3,53,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
63,3952,53,3039,16800,0,11,3,53,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
64,3956,53,3039,16800,0,11,3,53,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
65,3956,53,3039,16800,0,11,3,53,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
66,3956,53,3039,16800,0,11,3,53,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
67,3960,53,3035,16800,0,11,3,53,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
68,3988,53,3067,16800,0,11,3,53,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
69,3968,53,3043,16800,0,11,3,53,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
70,3952,53,3035,16800,0,11,3,53,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
71,3956,53,3039,16800,0,11,3,53,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
72,3956,53,3039,16800,0,11,3,53,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
73,3984,53,3067,16800,0,11,3,53,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
74,3984,53,3067,16800,0,11,3,53,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
75,3980,53,3067,16800,0,11,3,53,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
76,3988,53,3063,16800,0,11,3,53,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
77,3964,53,3043,16800,0,11,3,53,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
78,3964,53,3039,16800,0,11,3,53,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
79,3956,53,3039,16800,0,11,3,53,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
80,3984,53,3067,16800,0,11,3,53,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
81,3956,53,3039,16800,0,11,3,53,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
82,3956,53,3043,16800,0,11,3,53,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
83,3956,53,3039,16800,0,11,3,53,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
84,3988,53,3063,16800,0,11,3,53,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
85,3960,53,3039,16800,0,11,3,53,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
86,3984,53,3067,16800,0,11,3,53,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
87,3956,53,3039,16800,0,11,3,53,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
88,3980,53,3063,16800,0,11,3,53,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
89,3980,53,3059,16800,0,11,3,53,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
90,3984,53,3067,16800,0,11,3,53,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
91,3984,53,3067,16800,0,11,3,53,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
92,3976,53,3063,16800,0,11,3,53,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
93,3988,53,3067,16800,0,11,3,53,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
94,3960,53,3039,16800,0,11,3,53,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
95,3960,53,3039,16800,0,11,3,53,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
96,3932,52,3019,16800,0,11,3,53,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
97,3956,53,3039,16800,0,11,3,53,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
98,3956,53,3039,16800,0,11,3,53,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
99,3980,53,3067,16800,0,11,3,53,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
0,3656,48,2739,16800,1310,11,3,48,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
1,3640,47,2715,16800,1310,11,3,48,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
2,3688,48,2759,16800,1310,11,3,48,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
3,3644,47,2715,16800,1310,11,3,48,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
4,3680,48,2763,16800,1310,11,3,48,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
5,3660,47,2735,16800,1310,11,3,48,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
6,3628,47,2715,16800,1310,11,3,48,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
7,3632,47,2715,16800,1310,11,3,48,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
8,3664,48,2739,16800,1310,11,3,48,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
9,3656,47,2735,16800,1310,11,3,48,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
10,3640,47,2719,16800,1310,11,3,48,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
11,3656,48,2739,16800,1310,11,3,48,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
12,3640,47,2719,16800,1310,11,3,48,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
13,3684,48,2767,16800,1310,11,3,48,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
14,3636,47,2719,16800,1310,11,3,48,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
15,3660,48,2739,16800,1310,11,3,48,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
16,3684,48,2763,16800,1310,11,3,48,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
17,3660,48,2743,16800,1310,11,3,48,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
18,3628,47,2711,16800,1310,11,3,48,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
19,3664,48,2739,16800,1310,11,3,48,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
20,3636,47,2715,16800,1310,11,3,48,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
21,3632,47,2715,16800,1310,11,3,48,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
22,3628,47,2715,16800,1310,11,3,48,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
23,3632,47,2715,16800,1310,11,3,48,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
24,3664,48,2743,16800,1310,11,3,48,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
25,3656,48,2739,16800,1310,11,3,48,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
26,3660,47,2735,16800,1310,11,3,48,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
27,3632,47,2715,16800,1310,11,3,48,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
28,3640,47,2719,16800,1310,11,3,48,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
29,3692,48,2767,16800,1310,11,3,48,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
30,3656,48,2743,16800,1310,11,3,48,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
31,3636,47,2711,16800,1310,11,3,48,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
32,3632,47,2715,16800,1310,11,3,48,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
33,3664,48,2739,16800,1310,11,3,48,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
34,3632,47,2719,16800,1310,11,3,48,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
35,3640,47,2715,16800,1310,11,3,48,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
36,3660,48,2743,16800,1310,11,3,48,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
37,3632,47,2719,16800,1310,11,3,48,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
38,3664,48,2743,16800,1310,11,3,48,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
39,3632,47,2715,16800,1310,11,3,48,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
40,3660,48,2739,16800,1310,11,3,48,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
41,3628,47,2715,16800,1310,11,3,48,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
42,3660,48,2743,16800,1310,11,3,48,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
43,3656,47,2735,16800,1310,11,3,48,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
44,3660,47,2735,16800,1310,11,3,48,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
45,3660,48,2739,16800,1310,11,3,48,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
46,3628,47,2715,16800,1310,11,3,48,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
47,3660,48,2739,16800,1310,11,3,48,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
48,3628,47,2711,16800,1310,11,3,48,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
49,3644,47,2719,16800,1310,11,3,48,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
50,3628,47,2715,16800,1310,11,3,48,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
51,3656,48,2739,16800,1310,11,3,48,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
52,3664,48,2743,16800,1310,11,3,48,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
53,3660,48,2739,16800,1310,11,3,48,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
54,3636,47,2715,16800,1310,11,3,48,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
55,3608,47,2695,16800,1310,11,3,48,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
56,3636,47,2715,16800,1310,11,3,48,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
57,3628,47,2711,16800,1310,11,3,48,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
58,3664,48,2739,16800,1310,11,3,48,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
59,3656,47,2735,16800,1310,11,3,48,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
60,3676,48,2763,16800,1310,11,3,48,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
61,3664,47,2735,16800,1310,11,3,48,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
62,3632,47,2715,16800,1310,11,3,48,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
63,3636,47,2715,16800,1310,11,3,48,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
64,3656,48,2743,16800,1310,11,3,48,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
65,3656,47,2735,16800,1310,11,3,48,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
66,3632,47,2719,16800,1310,11,3,48,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
67,3656,48,2739,16800,1310,11,3,48,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
68,3640,47,2715,16800,1310,11,3,48,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
69,3632,47,2715,16800,1310,11,3,48,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
70,3664,48,2739,16800,1310,11,3,48,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
71,3636,47,2719,16800,1310,11,3,48,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
72,3660,48,2739,16800,1310,11,3,48,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
73,3652,48,2739,16800,1310,11,3,48,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
74,3660,48,2743,16800,1310,11,3,48,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
75,3660,48,2739,16800,1310,11,3,48,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
76,3632,47,2715,16800,1310,11,3,48,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
77,3640,47,2719,16800,1310,11,3,48,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
78,3632,47,2715,16800,1310,11,3,48,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
79,3660,48,2739,16800,1310,11,3,48,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
80,3632,47,2715,16800,1310,11,3,48,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
81,3636,47,2715,16800,1310,11,3,48,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
82,3632,47,2715,16800,1310,11,3,48,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
83,3632,47,2719,16800,1310,11,3,48,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
84,3636,47,2711,16800,1310,11,3,48,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
85,3608,47,2691,16800,1310,11,3,48,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
86,3636,47,2715,16800,1310,11,3,48,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
87,3632,47,2715,16800,1310,11,3,48,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
88,3656,48,2739,16800,1310,11,3,48,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
89,3656,48,2739,16800,1310,11,3,48,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
90,3636,47,2715,16800,1310,11,3,48,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
91,3660,48,2739,16800,1310,11,3,48,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
92,3632,47,2715,16800,1310,11,3,48,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
93,3636,47,2715,16800,1310,11,3,48,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
94,3660,48,2743,16800,1310,11,3,48,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
95,3636,47,2711,16800,1310,11,3,48,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
96,3632,47,2715,16800,1310,11,3,48,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
97,3640,47,2719,16800,1310,11,3,48,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
98,3656,48,2739,16800,1310,11,3,48,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
99,3632,47,2715,16800,1310,11,3,48,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
0,3360,42,2447,16800,2620,11,3,43,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
1,3396,43,2471,16800,2620,11,3,43,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
2,3372,42,2439,16800,2620,11,3,43,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
3,3368,42,2443,16800,2620,11,3,43,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
4,3356,42,2443,16800,2620,11,3,43,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
5,3368,42,2443,16800,2620,11,3,43,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
6,3340,42,2415,16800,2620,11,3,43,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
7,3356,42,2443,16800,2620,11,3,43,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
8,3368,42,2443,16800,2620,11,3,43,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
9,3360,42,2439,16800,2620,11,3,43,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
10,3332,42,2419,16800,2620,11,3,43,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
11,3356,42,2439,16800,2620,11,3,43,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
12,3368,42,2443,16800,2620,11,3,43,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
13,3356,42,2439,16800,2620,11,3,43,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
14,3356,42,2443,16800,2620,11,3,43,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
15,3360,42,2439,16800,2620,11,3,43,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
16,3360,42,2439,16800,2620,11,3,43,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
17,3356,42,2435,16800,2620,11,3,43,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
18,3376,43,2463,16800,2620,11,3,43,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
19,3388,43,2463,16800,2620,11,3,43,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
20,3356,42,2439,16800,2620,11,3,43,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
21,3356,42,2439,16800,2620,11,3,43,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
22,3380,43,2463,16800,2620,11,3,43,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
23,3360,42,2439,16800,2620,11,3,43,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
24,3376,43,2463,16800,2620,11,3,43,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
25,3360,42,2443,16800,2620,11,3,43,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
26,3384,43,2459,16800,2620,11,3,43,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
27,3356,42,2439,16800,2620,11,3,43,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
28,3360,42,2443,16800,2620,11,3,43,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
29,3392,43,2467,16800,2620,11,3,43,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
30,3356,42,2439,16800,2620,11,3,43,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
31,3360,42,2443,16800,2620,11,3,43,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
32,3332,42,2419,16800,2620,11,3,43,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
33,3368,42,2435,16800,2620,11,3,43,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
34,3332,42,2419,16800,2620,11,3,43,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
35,3360,42,2443,16800,2620,11,3,43,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
36,3360,42,2435,16800,2620,11,3,43,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
37,3364,42,2443,16800,2620,11,3,43,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
38,3336,42,2415,16800,2620,11,3,43,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
39,3356,42,2439,16800,2620,11,3,43,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
40,3364,42,2439,16800,2620,11,3,43,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
41,3336,42,2411,16800,2620,11,3,43,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
42,3360,42,2443,16800,2620,11,3,43,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
43,3360,42,2439,16800,2620,11,3,43,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
44,3360,42,2439,16800,2620,11,3,43,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
45,3332,42,2419,16800,2620,11,3,43,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
46,3356,42,2439,16800,2620,11,3,43,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
47,3388,43,2463,16800,2620,11,3,43,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
48,3356,42,2443,16800,2620,11,3,43,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
49,3380,43,2463,16800,2620,11,3,43,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
50,3388,43,2467,16800,2620,11,3,43,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
51,3364,42,2439,16800,2620,11,3,43,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
52,3336,42,2415,16800,2620,11,3,43,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
53,3376,43,2463,16800,2620,11,3,43,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
54,3388,43,2463,16800,2620,11,3,43,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
55,3356,42,2443,16800,2620,11,3,43,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
56,3380,43,2459,16800,2620,11,3,43,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
57,3388,43,2467,16800,2620,11,3,43,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
58,3336,42,2419,16800,2620,11,3,43,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
59,3376,43,2463,16800,2620,11,3,43,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
60,3364,42,2439,16800,2620,11,3,43,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
61,3336,42,2415,16800,2620,11,3,43,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
62,3336,42,2415,16800,2620,11,3,43,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
63,3356,42,2439,16800,2620,11,3,43,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
64,3388,43,2467,16800,2620,11,3,43,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
65,3360,42,2435,16800,2620,11,3,43,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
66,3332,42,2419,16800,2620,11,3,43,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
67,3336,42,2415,16800,2620,11,3,43,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
68,3340,42,2419,16800,2620,11,3,43,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
69,3356,42,2439,16800,2620,11,3,43,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
70,3356,42,2439,16800,2620,11,3,43,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
71,3388,43,2467,16800,2620,11,3,43,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
72,3340,42,2415,16800,2620,11,3,43,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
