Trial,Ping Duration,Distance (cm),Ping Time (us),Delay (us),Steps,Arduino ID,Sensor ID,Range (cm),Sensor length (cm),Color of sensor,Angle on XY plane,side a (cm),side b (cm),side c (cm),Angle on YZ plane,Sensor Configuration,Sensor Angle,Surface material,Surface Length (cm),Surface Width (cm)
34,6196,16,923,3000,9432,1,5,17,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
35,6200,16,927,3000,9432,1,5,17,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
36,6196,16,923,3000,9432,1,5,17,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
37,6200,16,927,3000,9432,1,5,17,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
38,6196,16,923,3000,9432,1,5,17,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
39,6196,16,923,3000,9432,1,5,17,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
40,6200,16,923,3000,9432,1,5,17,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
41,6196,16,915,3000,9432,1,5,17,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
42,6200,16,927,3000,9432,1,5,17,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
43,6188,16,927,3000,9432,1,5,17,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
44,6196,16,927,3000,9432,1,5,17,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
45,6196,16,923,3000,9432,1,5,17,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
46,6200,16,927,3000,9432,1,5,17,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
47,6196,16,923,3000,9432,1,5,17,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
48,6200,16,927,3000,9432,1,5,17,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
49,6196,16,923,3000,9432,1,5,17,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
50,6196,16,927,3000,9432,1,5,17,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
51,6196,16,923,3000,9432,1,5,17,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
52,6196,16,923,3000,9432,1,5,17,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
53,6200,16,923,3000,9432,1,5,17,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
54,6196,16,923,3000,9432,1,5,17,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
55,6200,16,927,3000,9432,1,5,17,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
56,6196,16,923,3000,9432,1,5,17,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
57,6200,16,927,3000,9432,1,5,17,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
58,6196,16,923,3000,9432,1,5,17,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
59,6196,16,919,3000,9432,1,5,17,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
60,6200,16,927,3000,9432,1,5,17,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
61,6188,16,927,3000,9432,1,5,17,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
62,6196,16,923,3000,9432,1,5,17,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
63,6196,16,923,3000,9432,1,5,17,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
64,6200,16,927,3000,9432,1,5,17,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
65,6196,16,923,3000,9432,1,5,17,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
66,6196,16,927,3000,9432,1,5,17,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
67,6196,16,923,3000,9432,1,5,17,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
68,6196,16,923,3000,9432,1,5,17,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
69,6196,16,923,3000,9432,1,5,17,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
70,6196,16,923,3000,9432,1,5,17,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
71,6200,16,927,3000,9432,1,5,17,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
72,6196,16,923,3000,9432,1,5,17,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
73,6200,16,927,3000,9432,1,5,17,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
74,6196,16,923,3000,9432,1,5,17,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
75,6192,16,923,3000,9432,1,5,17,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
76,6192,16,923,3000,9432,1,5,17,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
77,6196,16,919,3000,9432,1,5,17,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
78,6200,16,927,3000,9432,1,5,17,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
79,6188,16,923,3000,9432,1,5,17,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
80,6196,16,927,3000,9432,1,5,17,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
81,6196,16,923,3000,9432,1,5,17,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
82,6200,16,927,3000,9432,1,5,17,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
83,6196,16,923,3000,9432,1,5,17,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
84,6200,16,927,3000,9432,1,5,17,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
85,6196,16,923,3000,9432,1,5,17,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
86,6196,16,927,3000,9432,1,5,17,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
87,6196,16,923,3000,9432,1,5,17,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
88,6196,16,923,3000,9432,1,5,17,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
89,6196,16,923,3000,9432,1,5,17,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
90,6196,16,923,3000,9432,1,5,17,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
91,6200,16,927,3000,9432,1,5,17,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
92,6196,16,923,3000,9432,1,5,17,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
93,6200,16,927,3000,9432,1,5,17,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
94,6196,16,923,3000,9432,1,5,17,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
95,6196,16,919,3000,9432,1,5,17,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
96,6196,16,927,3000,9432,1,5,17,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
97,6188,16,927,3000,9432,1,5,17,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
98,6200,16,923,3000,9432,1,5,17,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
99,6196,16,923,3000,9432,1,5,17,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
0,6124,14,827,3000,9956,1,5,15,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
1,6128,14,831,3000,9956,1,5,15,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
2,6096,14,811,3000,9956,1,5,15,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
3,6076,14,803,3000,9956,1,5,15,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
4,6072,14,799,3000,9956,1,5,15,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
5,6072,14,799,3000,9956,1,5,15,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
6,6076,14,803,3000,9956,1,5,15,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
7,6076,14,803,3000,9956,1,5,15,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
8,6072,14,803,3000,9956,1,5,15,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
9,6072,14,799,3000,9956,1,5,15,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
10,6072,14,803,3000,9956,1,5,15,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
11,6072,14,799,3000,9956,1,5,15,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
12,6100,14,827,3000,9956,1,5,15,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
13,6104,14,831,3000,9956,1,5,15,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
14,6104,14,831,3000,9956,1,5,15,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
15,6104,14,831,3000,9956,1,5,15,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
16,6104,14,831,3000,9956,1,5,15,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
17,6104,14,831,3000,9956,1,5,15,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
18,6100,14,827,3000,9956,1,5,15,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
19,6072,14,799,3000,9956,1,5,15,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
20,6076,14,803,3000,9956,1,5,15,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
21,6072,14,799,3000,9956,1,5,15,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
22,6072,14,799,3000,9956,1,5,15,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
23,6072,14,799,3000,9956,1,5,15,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
24,6072,14,799,3000,9956,1,5,15,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
25,6068,14,799,3000,9956,1,5,15,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
26,6076,14,803,3000,9956,1,5,15,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
27,6072,14,803,3000,9956,1,5,15,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
28,6072,14,803,3000,9956,1,5,15,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
29,6076,14,803,3000,9956,1,5,15,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
30,6072,14,799,3000,9956,1,5,15,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
31,6104,14,831,3000,9956,1,5,15,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
32,6104,14,831,3000,9956,1,5,15,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
33,6100,14,827,3000,9956,1,5,15,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
34,6100,14,827,3000,9956,1,5,15,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
35,6076,14,799,3000,9956,1,5,15,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
36,6076,14,803,3000,9956,1,5,15,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
37,6076,14,803,3000,9956,1,5,15,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
38,6072,14,799,3000,9956,1,5,15,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
39,6072,14,803,3000,9956,1,5,15,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
40,6072,14,799,3000,9956,1,5,15,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
41,6072,14,799,3000,9956,1,5,15,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
42,6068,14,803,3000,9956,1,5,15,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
43,6084,14,803,3000,9956,1,5,15,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
44,6072,14,803,3000,9956,1,5,15,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
45,6076,14,803,3000,9956,1,5,15,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
46,6076,14,803,3000,9956,1,5,15,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
47,6072,14,799,3000,9956,1,5,15,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
48,6096,14,823,3000,9956,1,5,15,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
49,6104,14,831,3000,9956,1,5,15,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
50,6104,14,831,3000,9956,1,5,15,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
51,6104,14,831,3000,9956,1,5,15,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
52,6100,14,827,3000,9956,1,5,15,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
53,6072,14,799,3000,9956,1,5,15,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
54,6076,14,803,3000,9956,1,5,15,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
55,6072,14,799,3000,9956,1,5,15,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
56,6072,14,799,3000,9956,1,5,15,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
57,6076,14,803,3000,9956,1,5,15,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
58,6072,14,799,3000,9956,1,5,15,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
59,6072,14,803,3000,9956,1,5,15,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
60,6064,14,799,3000,9956,1,5,15,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
61,6076,14,803,3000,9956,1,5,15,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
62,6072,14,803,3000,9956,1,5,15,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
63,6072,14,799,3000,9956,1,5,15,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
64,6072,14,799,3000,9956,1,5,15,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
65,6100,14,827,3000,9956,1,5,15,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
66,6104,14,831,3000,9956,1,5,15,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
67,6104,14,831,3000,9956,1,5,15,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
68,6104,14,831,3000,9956,1,5,15,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
69,6096,14,823,3000,9956,1,5,15,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
70,6104,14,831,3000,9956,1,5,15,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
71,6100,14,827,3000,9956,1,5,15,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
72,6072,14,799,3000,9956,1,5,15,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
73,6072,14,803,3000,9956,1,5,15,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
74,6072,14,799,3000,9956,1,5,15,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
75,6072,14,799,3000,9956,1,5,15,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
76,6076,14,803,3000,9956,1,5,15,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
77,6072,14,799,3000,9956,1,5,15,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
78,6068,14,799,3000,9956,1,5,15,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
79,6080,14,799,3000,9956,1,5,15,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
80,6072,14,803,3000,9956,1,5,15,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
81,6072,14,803,3000,9956,1,5,15,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
82,6100,14,827,3000,9956,1,5,15,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
83,6100,14,827,3000,9956,1,5,15,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
84,6100,14,827,3000,9956,1,5,15,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
85,6100,14,827,3000,9956,1,5,15,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
86,6100,14,827,3000,9956,1,5,15,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
87,6076,14,803,3000,9956,1,5,15,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
88,6072,14,799,3000,9956,1,5,15,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
89,6072,14,799,3000,9956,1,5,15,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
90,6072,14,799,3000,9956,1,5,15,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
91,6072,14,799,3000,9956,1,5,15,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
92,6076,14,803,3000,9956,1,5,15,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
93,6072,14,799,3000,9956,1,5,15,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
94,6072,14,799,3000,9956,1,5,15,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
95,6072,14,799,3000,9956,1,5,15,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
96,6072,14,803,3000,9956,1,5,15,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
97,6072,14,803,3000,9956,1,5,15,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
98,6072,14,803,3000,9956,1,5,15,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
99,6072,14,803,3000,9956,1,5,15,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
0,6012,12,719,3000,10480,1,5,13,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
1,5988,12,691,3000,10480,1,5,13,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
2,5988,12,691,3000,10480,1,5,13,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
3,5960,12,687,3000,10480,1,5,13,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
4,5964,12,687,3000,10480,1,5,13,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
5,5964,12,691,3000,10480,1,5,13,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
6,5964,12,691,3000,10480,1,5,13,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
7,5964,12,691,3000,10480,1,5,13,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
8,5960,12,687,3000,10480,1,5,13,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
9,5988,12,715,3000,10480,1,5,13,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
10,5988,12,715,3000,10480,1,5,13,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
11,5988,12,715,3000,10480,1,5,13,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
12,5984,12,719,3000,10480,1,5,13,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
13,5988,12,715,3000,10480,1,5,13,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
14,5988,12,715,3000,10480,1,5,13,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
15,5988,12,715,3000,10480,1,5,13,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
16,5988,12,715,3000,10480,1,5,13,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
17,5992,12,719,3000,10480,1,5,13,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
18,5988,12,715,3000,10480,1,5,13,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
19,5964,12,691,3000,10480,1,5,13,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
20,5964,12,691,3000,10480,1,5,13,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
21,5964,12,691,3000,10480,1,5,13,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
22,5960,12,687,3000,10480,1,5,13,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
23,5964,12,691,3000,10480,1,5,13,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
24,5960,12,687,3000,10480,1,5,13,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
25,5964,12,691,3000,10480,1,5,13,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
26,5960,12,691,3000,10480,1,5,13,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
27,5964,12,687,3000,10480,1,5,13,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
28,5964,12,691,3000,10480,1,5,13,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
29,5988,12,715,3000,10480,1,5,13,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
30,5988,12,715,3000,10480,1,5,13,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
31,5988,12,715,3000,10480,1,5,13,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
32,5988,12,719,3000,10480,1,5,13,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
33,5988,12,715,3000,10480,1,5,13,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
34,5988,12,715,3000,10480,1,5,13,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
35,5988,12,719,3000,10480,1,5,13,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
36,5960,12,687,3000,10480,1,5,13,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
37,5956,12,691,3000,10480,1,5,13,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
38,5964,12,691,3000,10480,1,5,13,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
39,5960,12,691,3000,10480,1,5,13,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
40,5960,12,687,3000,10480,1,5,13,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
41,5964,12,691,3000,10480,1,5,13,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
42,5960,12,687,3000,10480,1,5,13,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
43,5960,12,687,3000,10480,1,5,13,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
44,5960,12,691,3000,10480,1,5,13,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
45,5992,12,715,3000,10480,1,5,13,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
46,5960,12,687,3000,10480,1,5,13,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
47,5992,12,719,3000,10480,1,5,13,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
48,5988,12,715,3000,10480,1,5,13,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
49,5984,12,715,3000,10480,1,5,13,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
50,5992,12,715,3000,10480,1,5,13,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
51,5988,12,715,3000,10480,1,5,13,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
52,5992,12,715,3000,10480,1,5,13,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
53,5988,12,715,3000,10480,1,5,13,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
54,5988,12,715,3000,10480,1,5,13,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
55,5988,12,719,3000,10480,1,5,13,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
56,5960,12,687,3000,10480,1,5,13,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
57,5960,12,695,3000,10480,1,5,13,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
58,5960,12,687,3000,10480,1,5,13,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
59,5964,12,691,3000,10480,1,5,13,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
60,5960,12,687,3000,10480,1,5,13,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
61,5964,12,687,3000,10480,1,5,13,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
62,5964,12,691,3000,10480,1,5,13,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
63,5992,12,719,3000,10480,1,5,13,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
64,5988,12,715,3000,10480,1,5,13,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
65,5988,12,715,3000,10480,1,5,13,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
66,5988,12,719,3000,10480,1,5,13,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
67,5988,12,715,3000,10480,1,5,13,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
68,5984,12,715,3000,10480,1,5,13,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
69,5988,12,715,3000,10480,1,5,13,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
70,5988,12,715,3000,10480,1,5,13,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
71,5988,12,715,3000,10480,1,5,13,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
72,5960,12,687,3000,10480,1,5,13,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
73,5964,12,687,3000,10480,1,5,13,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
74,5964,12,691,3000,10480,1,5,13,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
75,5964,12,691,3000,10480,1,5,13,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
76,5964,12,695,3000,10480,1,5,13,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
77,5960,12,687,3000,10480,1,5,13,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
78,5964,12,691,3000,10480,1,5,13,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
79,5988,12,715,3000,10480,1,5,13,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
80,5988,12,719,3000,10480,1,5,13,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
81,5984,12,711,3000,10480,1,5,13,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
82,5992,12,719,3000,10480,1,5,13,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
83,5988,12,715,3000,10480,1,5,13,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
84,5988,12,715,3000,10480,1,5,13,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
85,5992,12,719,3000,10480,1,5,13,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
86,5988,12,715,3000,10480,1,5,13,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
87,5988,12,715,3000,10480,1,5,13,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
88,5988,12,715,3000,10480,1,5,13,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
89,5988,12,715,3000,10480,1,5,13,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
90,5992,12,719,3000,10480,1,5,13,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
91,5960,12,687,3000,10480,1,5,13,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
92,5964,12,691,3000,10480,1,5,13,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
93,5964,12,691,3000,10480,1,5,13,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
94,5960,12,687,3000,10480,1,5,13,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
95,5960,12,695,3000,10480,1,5,13,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
96,5960,12,687,3000,10480,1,5,13,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
97,5964,12,691,3000,10480,1,5,13,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
98,5988,12,715,3000,10480,1,5,13,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
99,5988,12,715,3000,10480,1,5,13,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
0,13676,53,3039,10000,0,1,3,53,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
1,13676,53,3035,10000,0,1,3,53,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
2,13600,53,3035,10000,0,1,3,53,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
3,13600,53,3039,10000,0,1,3,53,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
4,13592,53,3035,10000,0,1,3,53,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
5,13596,53,3035,10000,0,1,3,53,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
6,13600,53,3035,10000,0,1,3,53,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
7,13620,53,3063,10000,0,1,3,53,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
8,13600,53,3039,10000,0,1,3,53,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
9,13624,53,3067,10000,0,1,3,53,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
10,13620,53,3059,10000,0,1,3,53,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
