Ardunino ID,Sensor ID,Trial,Range (cm),Start Time (ms),Distance (cm),Echo Return Time (ms),Sensor length (cm),Delay(ms),Color of sensor,Angle on XY plane,side a(cm),side b(cm),side c(cm),Angle on YZ plane,Sensor Configuration,Sensor Angle,Surface material,Surface Length(cm),Surface Width(cm)
1,9,8,20,51323,0,0,0.4,50,Blue,0,10,10,0,0,HTR,90,wood,30.4,29.9
1,9,9,20,52391,0,0,0.4,50,Blue,0,10,10,0,0,HTR,90,wood,30.4,29.9
1,9,10,20,53459,0,0,0.4,50,Blue,0,10,10,0,0,HTR,90,wood,30.4,29.9
1,9,1,15,54526,0,0,0.4,50,Blue,0,10,10,0,0,HTR,90,wood,30.4,29.9
1,9,2,15,55595,0,0,0.4,50,Blue,0,10,10,0,0,HTR,90,wood,30.4,29.9
1,9,3,15,56663,0,0,0.4,50,Blue,0,10,10,0,0,HTR,90,wood,30.4,29.9
1,9,4,15,57731,0,0,0.4,50,Blue,0,10,10,0,0,HTR,90,wood,30.4,29.9
1,9,5,15,58799,0,0,0.4,50,Blue,0,10,10,0,0,HTR,90,wood,30.4,29.9
1,9,6,15,59867,0,0,0.4,50,Blue,0,10,10,0,0,HTR,90,wood,30.4,29.9
1,9,7,15,60934,0,0,0.4,50,Blue,0,10,10,0,0,HTR,90,wood,30.4,29.9
1,9,8,15,62002,0,0,0.4,50,Blue,0,10,10,0,0,HTR,90,wood,30.4,29.9
1,9,9,15,63070,0,0,0.4,50,Blue,0,10,10,0,0,HTR,90,wood,30.4,29.9
1,9,10,15,64138,0,0,0.4,50,Blue,0,10,10,0,0,HTR,90,wood,30.4,29.9
1,9,1,10,65206,0,0,0.4,50,Blue,0,10,10,0,0,HTR,90,wood,30.4,29.9
1,9,2,10,66274,0,0,0.4,50,Blue,0,10,10,0,0,HTR,90,wood,30.4,29.9
1,9,3,10,67341,0,0,0.4,50,Blue,0,10,10,0,0,HTR,90,wood,30.4,29.9
1,9,4,10,68409,0,0,0.4,50,Blue,0,10,10,0,0,HTR,90,wood,30.4,29.9
1,9,5,10,69477,0,0,0.4,50,Blue,0,10,10,0,0,HTR,90,wood,30.4,29.9
1,9,6,10,70545,0,0,0.4,50,Blue,0,10,10,0,0,HTR,90,wood,30.4,29.9
1,9,7,10,71613,0,0,0.4,50,Blue,0,10,10,0,0,HTR,90,wood,30.4,29.9
1,9,8,10,72681,0,0,0.4,50,Blue,0,10,10,0,0,HTR,90,wood,30.4,29.9
1,9,9,10,73748,0,0,0.4,50,Blue,0,10,10,0,0,HTR,90,wood,30.4,29.9
1,9,10,10,74816,0,0,0.4,50,Blue,0,10,10,0,0,HTR,90,wood,30.4,29.9
1,9,1,5,75884,0,0,0.4,50,Blue,0,10,10,0,0,HTR,90,wood,30.4,29.9
1,9,2,5,76952,0,0,0.4,50,Blue,0,10,10,0,0,HTR,90,wood,30.4,29.9
1,9,3,5,78020,0,0,0.4,50,Blue,0,10,10,0,0,HTR,90,wood,30.4,29.9
1,9,4,5,79088,0,0,0.4,50,Blue,0,10,10,0,0,HTR,90,wood,30.4,29.9
1,9,5,5,80155,0,0,0.4,50,Blue,0,10,10,0,0,HTR,90,wood,30.4,29.9
1,9,6,5,81223,0,0,0.4,50,Blue,0,10,10,0,0,HTR,90,wood,30.4,29.9
1,9,7,5,82291,0,0,0.4,50,Blue,0,10,10,0,0,HTR,90,wood,30.4,29.9
1,9,8,5,83359,0,0,0.4,50,Blue,0,10,10,0,0,HTR,90,wood,30.4,29.9
1,9,9,5,84427,0,0,0.4,50,Blue,0,10,10,0,0,HTR,90,wood,30.4,29.9
1,9,10,5,85495,0,0,0.4,50,Blue,0,10,10,0,0,HTR,90,wood,30.4,29.9
1,9,1,0,86563,0,0,0.4,50,Blue,0,10,10,0,0,HTR,90,wood,30.4,29.9
1,9,2,0,87630,0,0,0.4,50,Blue,0,10,10,0,0,HTR,90,wood,30.4,29.9
1,9,3,0,88698,0,0,0.4,50,Blue,0,10,10,0,0,HTR,90,wood,30.4,29.9
1,9,4,0,89766,0,0,0.4,50,Blue,0,10,10,0,0,HTR,90,wood,30.4,29.9
1,9,5,0,90834,0,0,0.4,50,Blue,0,10,10,0,0,HTR,90,wood,30.4,29.9
1,9,6,0,91902,0,0,0.4,50,Blue,0,10,10,0,0,HTR,90,wood,30.4,29.9
1,9,7,0,92971,0,0,0.4,50,Blue,0,10,10,0,0,HTR,90,wood,30.4,29.9
1,9,8,0,94038,0,0,0.4,50,Blue,0,10,10,0,0,HTR,90,wood,30.4,29.9
1,9,9,0,95106,0,0,0.4,50,Blue,0,10,10,0,0,HTR,90,wood,30.4,29.9
1,9,10,0,96174,0,0,0.4,50,Blue,0,10,10,0,0,HTR,90,wood,30.4,29.9
1,10,1,40,4286,39,2259,0.4,50,Green,0,10,10,0,0,HTR,90,wood,30.4,29.9
1,10,2,40,5342,40,2287,0.4,50,Green,0,10,10,0,0,HTR,90,wood,30.4,29.9
1,10,3,40,6396,39,2279,0.4,50,Green,0,10,10,0,0,HTR,90,wood,30.4,29.9
1,10,4,40,7452,39,2279,0.4,50,Green,0,10,10,0,0,HTR,90,wood,30.4,29.9
1,10,5,40,8508,39,2279,0.4,50,Green,0,10,10,0,0,HTR,90,wood,30.4,29.9
1,10,6,40,9563,39,2279,0.4,50,Green,0,10,10,0,0,HTR,90,wood,30.4,29.9
1,10,7,40,10618,40,2283,0.4,50,Green,0,10,10,0,0,HTR,90,wood,30.4,29.9
1,10,8,40,11673,40,2283,0.4,50,Green,0,10,10,0,0,HTR,90,wood,30.4,29.9
1,10,9,40,12729,39,2247,0.4,50,Green,0,10,10,0,0,HTR,90,wood,30.4,29.9
1,10,10,40,13784,39,2279,0.4,50,Green,0,10,10,0,0,HTR,90,wood,30.4,29.9
1,10,1,35,16950,35,2003,0.4,50,Green,0,10,10,0,0,HTR,90,wood,30.4,29.9
1,10,2,35,18004,34,1975,0.4,50,Green,0,10,10,0,0,HTR,90,wood,30.4,29.9
1,10,3,35,19059,34,1971,0.4,50,Green,0,10,10,0,0,HTR,90,wood,30.4,29.9
1,10,4,35,20114,34,1975,0.4,50,Green,0,10,10,0,0,HTR,90,wood,30.4,29.9
1,10,5,35,21170,34,1975,0.4,50,Green,0,10,10,0,0,HTR,90,wood,30.4,29.9
1,10,6,35,22224,34,1975,0.4,50,Green,0,10,10,0,0,HTR,90,wood,30.4,29.9
1,10,7,35,23279,34,1975,0.4,50,Green,0,10,10,0,0,HTR,90,wood,30.4,29.9
1,10,8,35,24334,34,1971,0.4,50,Green,0,10,10,0,0,HTR,90,wood,30.4,29.9
1,10,9,35,25390,34,1971,0.4,50,Green,0,10,10,0,0,HTR,90,wood,30.4,29.9
1,10,10,35,26444,34,1827,0.4,50,Green,0,10,10,0,0,HTR,90,wood,30.4,29.9
1,10,1,30,27499,30,1723,0.4,50,Green,0,10,10,0,0,HTR,90,wood,30.4,29.9
1,10,2,30,28554,29,1691,0.4,50,Green,0,10,10,0,0,HTR,90,wood,30.4,29.9
1,10,3,30,29608,30,1719,0.4,50,Green,0,10,10,0,0,HTR,90,wood,30.4,29.9
1,10,4,30,30663,30,1715,0.4,50,Green,0,10,10,0,0,HTR,90,wood,30.4,29.9
1,10,5,30,31718,30,1715,0.4,50,Green,0,10,10,0,0,HTR,90,wood,30.4,29.9
1,10,6,30,32773,30,1715,0.4,50,Green,0,10,10,0,0,HTR,90,wood,30.4,29.9
1,10,7,30,33827,29,1691,0.4,50,Green,0,10,10,0,0,HTR,90,wood,30.4,29.9
1,10,8,30,34882,29,1691,0.4,50,Green,0,10,10,0,0,HTR,90,wood,30.4,29.9
1,10,9,30,35937,29,1687,0.4,50,Green,0,10,10,0,0,HTR,90,wood,30.4,29.9
1,10,10,30,36992,29,1691,0.4,50,Green,0,10,10,0,0,HTR,90,wood,30.4,29.9
1,10,1,25,40156,25,1443,0.4,50,Green,0,10,10,0,0,HTR,90,wood,30.4,29.9
1,10,2,25,41210,24,1419,0.4,50,Green,0,10,10,0,0,HTR,90,wood,30.4,29.9
1,10,3,25,42264,24,1423,0.4,50,Green,0,10,10,0,0,HTR,90,wood,30.4,29.9
1,10,4,25,43319,24,1395,0.4,50,Green,0,10,10,0,0,HTR,90,wood,30.4,29.9
1,10,5,25,44374,24,1395,0.4,50,Green,0,10,10,0,0,HTR,90,wood,30.4,29.9
1,10,6,25,45427,24,1395,0.4,50,Green,0,10,10,0,0,HTR,90,wood,30.4,29.9
1,10,7,25,46482,24,1395,0.4,50,Green,0,10,10,0,0,HTR,90,wood,30.4,29.9
1,10,8,25,47537,24,1395,0.4,50,Green,0,10,10,0,0,HTR,90,wood,30.4,29.9
1,10,9,25,48591,24,1399,0.4,50,Green,0,10,10,0,0,HTR,90,wood,30.4,29.9
1,10,10,25,49645,24,1395,0.4,50,Green,0,10,10,0,0,HTR,90,wood,30.4,29.9
1,10,1,20,51753,19,1131,0.4,50,Green,0,10,10,0,0,HTR,90,wood,30.4,29.9
1,10,2,20,52808,19,1131,0.4,50,Green,0,10,10,0,0,HTR,90,wood,30.4,29.9
1,10,3,20,53862,19,1135,0.4,50,Green,0,10,10,0,0,HTR,90,wood,30.4,29.9
1,10,4,20,54917,19,1131,0.4,50,Green,0,10,10,0,0,HTR,90,wood,30.4,29.9
1,10,5,20,55970,19,1131,0.4,50,Green,0,10,10,0,0,HTR,90,wood,30.4,29.9
1,10,6,20,57025,19,1135,0.4,50,Green,0,10,10,0,0,HTR,90,wood,30.4,29.9
1,10,7,20,58079,19,1131,0.4,50,Green,0,10,10,0,0,HTR,90,wood,30.4,29.9
1,10,8,20,59133,19,1131,0.4,50,Green,0,10,10,0,0,HTR,90,wood,30.4,29.9
1,10,9,20,60187,19,1111,0.4,50,Green,0,10,10,0,0,HTR,90,wood,30.4,29.9
1,10,10,20,61241,19,1111,0.4,50,Green,0,10,10,0,0,HTR,90,wood,30.4,29.9
1,10,1,15,63349,15,863,0.4,50,Green,0,10,10,0,0,HTR,90,wood,30.4,29.9
1,10,2,15,64403,15,855,0.4,50,Green,0,10,10,0,0,HTR,90,wood,30.4,29.9
1,10,3,15,65457,15,859,0.4,50,Green,0,10,10,0,0,HTR,90,wood,30.4,29.9
1,10,4,15,66510,15,855,0.4,50,Green,0,10,10,0,0,HTR,90,wood,30.4,29.9
1,10,5,15,67565,15,859,0.4,50,Green,0,10,10,0,0,HTR,90,wood,30.4,29.9
1,10,6,15,68619,15,859,0.4,50,Green,0,10,10,0,0,HTR,90,wood,30.4,29.9
1,10,7,15,69672,15,855,0.4,50,Green,0,10,10,0,0,HTR,90,wood,30.4,29.9
1,10,8,15,70726,15,859,0.4,50,Green,0,10,10,0,0,HTR,90,wood,30.4,29.9
1,10,9,15,71780,15,859,0.4,50,Green,0,10,10,0,0,HTR,90,wood,30.4,29.9
1,10,10,15,72834,15,859,0.4,50,Green,0,10,10,0,0,HTR,90,wood,30.4,29.9
1,10,1,10,75995,9,563,0.4,50,Green,0,10,10,0,0,HTR,90,wood,30.4,29.9
1,10,2,10,77048,9,567,0.4,50,Green,0,10,10,0,0,HTR,90,wood,30.4,29.9
1,10,3,10,78102,9,567,0.4,50,Green,0,10,10,0,0,HTR,90,wood,30.4,29.9
1,10,4,10,79156,10,591,0.4,50,Green,0,10,10,0,0,HTR,90,wood,30.4,29.9
1,10,5,10,80209,10,591,0.4,50,Green,0,10,10,0,0,HTR,90,wood,30.4,29.9
1,10,6,10,81263,10,591,0.4,50,Green,0,10,10,0,0,HTR,90,wood,30.4,29.9
1,10,7,10,82316,10,591,0.4,50,Green,0,10,10,0,0,HTR,90,wood,30.4,29.9
1,10,8,10,83369,10,591,0.4,50,Green,0,10,10,0,0,HTR,90,wood,30.4,29.9
1,10,9,10,84423,10,583,0.4,50,Green,0,10,10,0,0,HTR,90,wood,30.4,29.9
1,10,10,10,85477,10,587,0.4,50,Green,0,10,10,0,0,HTR,90,wood,30.4,29.9
1,10,1,5,89691,5,323,0.4,50,Green,0,10,10,0,0,HTR,90,wood,30.4,29.9
1,10,2,5,90744,4,255,0.4,50,Green,0,10,10,0,0,HTR,90,wood,30.4,29.9
1,10,3,5,91797,4,283,0.4,50,Green,0,10,10,0,0,HTR,90,wood,30.4,29.9
1,10,4,5,92851,4,283,0.4,50,Green,0,10,10,0,0,HTR,90,wood,30.4,29.9
1,10,5,5,93904,5,287,0.4,50,Green,0,10,10,0,0,HTR,90,wood,30.4,29.9
1,10,6,5,94957,5,311,0.4,50,Green,0,10,10,0,0,HTR,90,wood,30.4,29.9
1,10,7,5,96011,5,311,0.4,50,Green,0,10,10,0,0,HTR,90,wood,30.4,29.9
1,10,8,5,97063,4,283,0.4,50,Green,0,10,10,0,0,HTR,90,wood,30.4,29.9
1,10,9,5,98117,5,287,0.4,50,Green,0,10,10,0,0,HTR,90,wood,30.4,29.9
1,10,10,5,99170,4,283,0.4,50,Green,0,10,10,0,0,HTR,90,wood,30.4,29.9
1,10,1,0,107596,7,427,0.4,50,Green,0,10,10,0,0,HTR,90,wood,30.4,29.9
1,10,2,0,108650,7,403,0.4,50,Green,0,10,10,0,0,HTR,90,wood,30.4,29.9
1,10,3,0,109703,7,407,0.4,50,Green,0,10,10,0,0,HTR,90,wood,30.4,29.9
1,10,4,0,110756,7,431,0.4,50,Green,0,10,10,0,0,HTR,90,wood,30.4,29.9
1,10,5,0,111810,6,351,0.4,50,Green,0,10,10,0,0,HTR,90,wood,30.4,29.9
1,10,6,0,112864,6,379,0.4,50,Green,0,10,10,0,0,HTR,90,wood,30.4,29.9
1,10,7,0,113916,6,379,0.4,50,Green,0,10,10,0,0,HTR,90,wood,30.4,29.9
1,10,8,0,114970,6,379,0.4,50,Green,0,10,10,0,0,HTR,90,wood,30.4,29.9
1,10,9,0,116024,7,399,0.4,50,Green,0,10,10,0,0,HTR,90,wood,30.4,29.9
1,10,10,0,117076,7,427,0.4,50,Green,0,10,10,0,0,HTR,90,wood,30.4,29.9
1,11,1,40,1108,40,2295,0.4,50,Blue,0,10,10,0,0,HTR,90,wood,30.4,29.9
1,11,2,40,2164,39,2275,0.4,50,Blue,0,10,10,0,0,HTR,90,wood,30.4,29.9
1,11,3,40,3219,40,2323,0.4,50,Blue,0,10,10,0,0,HTR,90,wood,30.4,29.9
1,11,4,40,4275,40,2323,0.4,50,Blue,0,10,10,0,0,HTR,90,wood,30.4,29.9
1,11,5,40,5329,40,2299,0.4,50,Blue,0,10,10,0,0,HTR,90,wood,30.4,29.9
1,11,6,40,6385,40,2299,0.4,50,Blue,0,10,10,0,0,HTR,90,wood,30.4,29.9
1,11,7,40,7441,40,2299,0.4,50,Blue,0,10,10,0,0,HTR,90,wood,30.4,29.9
1,11,8,40,8496,40,2295,0.4,50,Blue,0,10,10,0,0,HTR,90,wood,30.4,29.9
1,11,9,40,9551,40,2323,0.4,50,Blue,0,10,10,0,0,HTR,90,wood,30.4,29.9
1,11,10,40,10606,40,2323,0.4,50,Blue,0,10,10,0,0,HTR,90,wood,30.4,29.9
1,11,1,35,13772,35,2031,0.4,50,Blue,0,10,10,0,0,HTR,90,wood,30.4,29.9
1,11,2,35,14827,35,2027,0.4,50,Blue,0,10,10,0,0,HTR,90,wood,30.4,29.9
1,11,3,35,15882,35,2023,0.4,50,Blue,0,10,10,0,0,HTR,90,wood,30.4,29.9
1,11,4,35,16937,35,2027,0.4,50,Blue,0,10,10,0,0,HTR,90,wood,30.4,29.9
1,11,5,35,17992,35,2051,0.4,50,Blue,0,10,10,0,0,HTR,90,wood,30.4,29.9
1,11,6,35,19047,35,2027,0.4,50,Blue,0,10,10,0,0,HTR,90,wood,30.4,29.9
1,11,7,35,20103,35,2027,0.4,50,Blue,0,10,10,0,0,HTR,90,wood,30.4,29.9
1,11,8,35,21157,35,2027,0.4,50,Blue,0,10,10,0,0,HTR,90,wood,30.4,29.9
1,11,9,35,22212,35,2027,0.4,50,Blue,0,10,10,0,0,HTR,90,wood,30.4,29.9
1,11,10,35,23268,35,2027,0.4,50,Blue,0,10,10,0,0,HTR,90,wood,30.4,29.9
1,11,1,30,26432,30,1755,0.4,50,Blue,0,10,10,0,0,HTR,90,wood,30.4,29.9
1,11,2,30,27487,30,1735,0.4,50,Blue,0,10,10,0,0,HTR,90,wood,30.4,29.9
1,11,3,30,28541,30,1763,0.4,50,Blue,0,10,10,0,0,HTR,90,wood,30.4,29.9
1,11,4,30,29596,30,1763,0.4,50,Blue,0,10,10,0,0,HTR,90,wood,30.4,29.9
1,11,5,30,30651,30,1763,0.4,50,Blue,0,10,10,0,0,HTR,90,wood,30.4,29.9
1,11,6,30,31706,30,1763,0.4,50,Blue,0,10,10,0,0,HTR,90,wood,30.4,29.9
1,11,7,30,32761,30,1755,0.4,50,Blue,0,10,10,0,0,HTR,90,wood,30.4,29.9
1,11,8,30,33816,30,1735,0.4,50,Blue,0,10,10,0,0,HTR,90,wood,30.4,29.9
1,11,9,30,34871,30,1731,0.4,50,Blue,0,10,10,0,0,HTR,90,wood,30.4,29.9
1,11,10,30,35926,30,1735,0.4,50,Blue,0,10,10,0,0,HTR,90,wood,30.4,29.9
1,11,1,25,41198,25,1475,0.4,50,Blue,0,10,10,0,0,HTR,90,wood,30.4,29.9
1,11,2,25,42253,25,1475,0.4,50,Blue,0,10,10,0,0,HTR,90,wood,30.4,29.9
1,11,3,25,43308,25,1479,0.4,50,Blue,0,10,10,0,0,HTR,90,wood,30.4,29.9
1,11,4,25,44362,25,1475,0.4,50,Blue,0,10,10,0,0,HTR,90,wood,30.4,29.9
1,11,5,25,45417,25,1475,0.4,50,Blue,0,10,10,0,0,HTR,90,wood,30.4,29.9
1,11,6,25,46471,25,1447,0.4,50,Blue,0,10,10,0,0,HTR,90,wood,30.4,29.9
1,11,7,25,47525,25,1451,0.4,50,Blue,0,10,10,0,0,HTR,90,wood,30.4,29.9
1,11,8,25,48580,25,1443,0.4,50,Blue,0,10,10,0,0,HTR,90,wood,30.4,29.9
1,11,9,25,49635,25,1475,0.4,50,Blue,0,10,10,0,0,HTR,90,wood,30.4,29.9
1,11,10,25,50689,25,1451,0.4,50,Blue,0,10,10,0,0,HTR,90,wood,30.4,29.9
1,11,1,20,54906,20,1167,0.4,50,Blue,0,10,10,0,0,HTR,90,wood,30.4,29.9
1,11,2,20,55961,21,1203,0.4,50,Blue,0,10,10,0,0,HTR,90,wood,30.4,29.9
1,11,3,20,57015,20,1171,0.4,50,Blue,0,10,10,0,0,HTR,90,wood,30.4,29.9
1,11,4,20,58070,20,1151,0.4,50,Blue,0,10,10,0,0,HTR,90,wood,30.4,29.9
1,11,5,20,59123,20,1147,0.4,50,Blue,0,10,10,0,0,HTR,90,wood,30.4,29.9
1,11,6,20,60178,20,1151,0.4,50,Blue,0,10,10,0,0,HTR,90,wood,30.4,29.9
1,11,7,20,61232,20,1147,0.4,50,Blue,0,10,10,0,0,HTR,90,wood,30.4,29.9
1,11,8,20,62286,20,1151,0.4,50,Blue,0,10,10,0,0,HTR,90,wood,30.4,29.9
1,11,9,20,63340,20,1147,0.4,50,Blue,0,10,10,0,0,HTR,90,wood,30.4,29.9
1,11,10,20,64395,20,1151,0.4,50,Blue,0,10,10,0,0,HTR,90,wood,30.4,29.9
1,11,1,15,71773,15,891,0.4,50,Blue,0,10,10,0,0,HTR,90,wood,30.4,29.9
1,11,2,15,72827,15,879,0.4,50,Blue,0,10,10,0,0,HTR,90,wood,30.4,29.9
1,11,3,15,73881,15,855,0.4,50,Blue,0,10,10,0,0,HTR,90,wood,30.4,29.9
1,11,4,15,74935,15,855,0.4,50,Blue,0,10,10,0,0,HTR,90,wood,30.4,29.9
1,11,5,15,75988,15,855,0.4,50,Blue,0,10,10,0,0,HTR,90,wood,30.4,29.9
1,11,6,15,77042,14,851,0.4,50,Blue,0,10,10,0,0,HTR,90,wood,30.4,29.9
1,11,7,15,78096,14,851,0.4,50,Blue,0,10,10,0,0,HTR,90,wood,30.4,29.9
1,11,8,15,79150,15,883,0.4,50,Blue,0,10,10,0,0,HTR,90,wood,30.4,29.9
1,11,9,15,80204,15,855,0.4,50,Blue,0,10,10,0,0,HTR,90,wood,30.4,29.9
1,11,10,15,81258,15,855,0.4,50,Blue,0,10,10,0,0,HTR,90,wood,30.4,29.9
1,11,1,10,86526,10,579,0.4,50,Blue,0,10,10,0,0,HTR,90,wood,30.4,29.9
1,11,2,10,87580,9,551,0.4,50,Blue,0,10,10,0,0,HTR,90,wood,30.4,29.9
1,11,3,10,88633,9,551,0.4,50,Blue,0,10,10,0,0,HTR,90,wood,30.4,29.9
1,11,4,10,89687,9,555,0.4,50,Blue,0,10,10,0,0,HTR,90,wood,30.4,29.9
1,11,5,10,90740,10,575,0.4,50,Blue,0,10,10,0,0,HTR,90,wood,30.4,29.9
1,11,6,10,91794,10,571,0.4,50,Blue,0,10,10,0,0,HTR,90,wood,30.4,29.9
1,11,7,10,92848,10,587,0.4,50,Blue,0,10,10,0,0,HTR,90,wood,30.4,29.9
1,11,8,10,93901,9,567,0.4,50,Blue,0,10,10,0,0,HTR,90,wood,30.4,29.9
1,11,9,10,94954,9,563,0.4,50,Blue,0,10,10,0,0,HTR,90,wood,30.4,29.9
1,11,10,10,96008,9,563,0.4,50,Blue,0,10,10,0,0,HTR,90,wood,30.4,29.9
1,11,1,5,104435,7,407,0.4,50,Blue,0,10,10,0,0,HTR,90,wood,30.4,29.9
1,11,2,5,105489,7,411,0.4,50,Blue,0,10,10,0,0,HTR,90,wood,30.4,29.9
1,11,3,5,106543,7,411,0.4,50,Blue,0,10,10,0,0,HTR,90,wood,30.4,29.9
1,11,4,5,107596,7,407,0.4,50,Blue,0,10,10,0,0,HTR,90,wood,30.4,29.9
1,11,5,5,108649,6,383,0.4,50,Blue,0,10,10,0,0,HTR,90,wood,30.4,29.9
1,11,6,5,109703,6,351,0.4,50,Blue,0,10,10,0,0,HTR,90,wood,30.4,29.9
1,11,7,5,110755,6,351,0.4,50,Blue,0,10,10,0,0,HTR,90,wood,30.4,29.9
1,11,8,5,111809,6,379,0.4,50,Blue,0,10,10,0,0,HTR,90,wood,30.4,29.9
1,11,9,5,112863,6,375,0.4,50,Blue,0,10,10,0,0,HTR,90,wood,30.4,29.9
1,11,10,5,113916,6,383,0.4,50,Blue,0,10,10,0,0,HTR,90,wood,30.4,29.9
1,11,1,0,118140,0,0,0.4,50,Blue,0,10,10,0,0,HTR,90,wood,30.4,29.9
1,11,2,0,119204,0,0,0.4,50,Blue,0,10,10,0,0,HTR,90,wood,30.4,29.9
1,11,3,0,120269,0,0,0.4,50,Blue,0,10,10,0,0,HTR,90,wood,30.4,29.9
1,11,4,0,121333,0,0,0.4,50,Blue,0,10,10,0,0,HTR,90,wood,30.4,29.9
1,11,5,0,122398,0,0,0.4,50,Blue,0,10,10,0,0,HTR,90,wood,30.4,29.9
1,11,6,0,123451,6,371,0.4,50,Blue,0,10,10,0,0,HTR,90,wood,30.4,29.9
1,11,7,0,124505,6,347,0.4,50,Blue,0,10,10,0,0,HTR,90,wood,30.4,29.9
1,11,8,0,125557,6,343,0.4,50,Blue,0,10,10,0,0,HTR,90,wood,30.4,29.9
1,11,9,0,126611,6,351,0.4,50,Blue,0,10,10,0,0,HTR,90,wood,30.4,29.9
1,11,10,0,127665,6,351,0.4,50,Blue,0,10,10,0,0,HTR,90,wood,30.4,29.9
1,12,1,40,75266,39,2267,0.4,50,Green,0,10,10,0,0,HTR,90,wood,30.4,29.9
1,12,2,40,76321,39,2263,0.4,50,Green,0,10,10,0,0,HTR,90,wood,30.4,29.9
1,12,3,40,77376,39,2243,0.4,50,Green,0,10,10,0,0,HTR,90,wood,30.4,29.9
1,12,4,40,78432,39,2267,0.4,50,Green,0,10,10,0,0,HTR,90,wood,30.4,29.9
1,12,5,40,79488,39,2271,0.4,50,Green,0,10,10,0,0,HTR,90,wood,30.4,29.9
1,12,6,40,80542,39,2271,0.4,50,Green,0,10,10,0,0,HTR,90,wood,30.4,29.9
1,12,7,40,81598,39,2267,0.4,50,Green,0,10,10,0,0,HTR,90,wood,30.4,29.9
1,12,8,40,82653,39,2267,0.4,50,Green,0,10,10,0,0,HTR,90,wood,30.4,29.9
1,12,9,40,83708,39,2271,0.4,50,Green,0,10,10,0,0,HTR,90,wood,30.4,29.9
1,12,10,40,84763,39,2271,0.4,50,Green,0,10,10,0,0,HTR,90,wood,30.4,29.9
1,12,1,35,88984,34,1991,0.4,50,Green,0,10,10,0,0,HTR,90,wood,30.4,29.9
1,12,2,35,90040,35,2011,0.4,50,Green,0,10,10,0,0,HTR,90,wood,30.4,29.9
1,12,3,35,91095,34,1991,0.4,50,Green,0,10,10,0,0,HTR,90,wood,30.4,29.9
1,12,4,35,92149,34,1991,0.4,50,Green,0,10,10,0,0,HTR,90,wood,30.4,29.9
1,12,5,35,93204,34,1991,0.4,50,Green,0,10,10,0,0,HTR,90,wood,30.4,29.9
1,12,6,35,94260,34,1991,0.4,50,Green,0,10,10,0,0,HTR,90,wood,30.4,29.9
1,12,7,35,95314,34,1991,0.4,50,Green,0,10,10,0,0,HTR,90,wood,30.4,29.9
1,12,8,35,96369,34,1991,0.4,50,Green,0,10,10,0,0,HTR,90,wood,30.4,29.9
1,12,9,35,97425,34,1991,0.4,50,Green,0,10,10,0,0,HTR,90,wood,30.4,29.9
1,12,10,35,98480,34,1991,0.4,50,Green,0,10,10,0,0,HTR,90,wood,30.4,29.9
1,12,1,30,105865,29,1667,0.4,50,Green,0,10,10,0,0,HTR,90,wood,30.4,29.9
1,12,2,30,106919,29,1691,0.4,50,Green,0,10,10,0,0,HTR,90,wood,30.4,29.9
1,12,3,30,107974,29,1687,0.4,50,Green,0,10,10,0,0,HTR,90,wood,30.4,29.9
1,12,4,30,109029,29,1667,0.4,50,Green,0,10,10,0,0,HTR,90,wood,30.4,29.9
1,12,5,30,110084,29,1699,0.4,50,Green,0,10,10,0,0,HTR,90,wood,30.4,29.9
1,12,6,30,111138,29,1699,0.4,50,Green,0,10,10,0,0,HTR,90,wood,30.4,29.9
1,12,7,30,112193,29,1675,0.4,50,Green,0,10,10,0,0,HTR,90,wood,30.4,29.9
1,12,8,30,113248,29,1675,0.4,50,Green,0,10,10,0,0,HTR,90,wood,30.4,29.9
1,12,9,30,114302,29,1699,0.4,50,Green,0,10,10,0,0,HTR,90,wood,30.4,29.9
1,12,10,30,115357,29,1675,0.4,50,Green,0,10,10,0,0,HTR,90,wood,30.4,29.9
1,12,1,25,120631,24,1419,0.4,50,Green,0,10,10,0,0,HTR,90,wood,30.4,29.9
1,12,2,25,121686,24,1415,0.4,50,Green,0,10,10,0,0,HTR,90,wood,30.4,29.9
1,12,3,25,122739,24,1415,0.4,50,Green,0,10,10,0,0,HTR,90,wood,30.4,29.9
1,12,4,25,123794,24,1419,0.4,50,Green,0,10,10,0,0,HTR,90,wood,30.4,29.9
1,12,5,25,124849,24,1411,0.4,50,Green,0,10,10,0,0,HTR,90,wood,30.4,29.9
1,12,6,25,125903,24,1419,0.4,50,Green,0,10,10,0,0,HTR,90,wood,30.4,29.9
1,12,7,25,126958,24,1419,0.4,50,Green,0,10,10,0,0,HTR,90,wood,30.4,29.9
1,12,8,25,128012,24,1419,0.4,50,Green,0,10,10,0,0,HTR,90,wood,30.4,29.9
1,12,9,25,129067,24,1419,0.4,50,Green,0,10,10,0,0,HTR,90,wood,30.4,29.9
1,12,10,25,130121,24,1415,0.4,50,Green,0,10,10,0,0,HTR,90,wood,30.4,29.9
1,12,1,20,134339,19,1115,0.4,50,Green,0,10,10,0,0,HTR,90,wood,30.4,29.9
1,12,2,20,135393,19,1107,0.4,50,Green,0,10,10,0,0,HTR,90,wood,30.4,29.9
1,12,3,20,136448,19,1111,0.4,50,Green,0,10,10,0,0,HTR,90,wood,30.4,29.9
