,23_6000_mean_middle,23_16800_mean_middle,18_3000_mean_middle,18_16800_mean_middle,23_10000_mean_middle,13_6000_mean_middle,18_6000_mean_middle,13_3000_mean_middle,18_8000_mean_middle,13_10000_mean_middle,Sensor ID,13_16800_mean_upper
192,1301.56,239.51282051282053,1018.219512195122,1032.68,1296.5510204081634,749.32,1032.44,749.72,1017.974358974359,749.56,194,-0.3784396943076382
193,1290.92,1284.025641025641,996.4468085106384,998.1666666666666,1290.04,705.96,997.4545454545456,705.48,1006.92,707.0,195,-0.3448644060036806
194,1329.0869565217392,1328.047619047619,1057.16,1062.12,1328.1818181818182,737.204081632653,1071.820512820513,753.72,1047.0,744.76,196,-0.3412503284277028
195,1309.4,1309.1818181818182,1001.2439024390244,1022.2820512820512,1309.56,711.0,1001.974358974359,711.5333333333333,1016.52,711.0,197,-0.3445820325266979
196,1315.4,1305.4,1033.4,1021.56,1314.5238095238096,725.56,1032.28,739.1951219512196,1033.1739130434785,739.5405405405405,198,-0.3784396943076382
197,1307.0,1319.08,1018.76,1025.4,1319.4,724.36,1018.04,724.3333333333334,1019.1632653061224,725.0,199,-0.3784396943076382
198,1310.265306122449,1281.72,1016.36,1024.7272727272727,199.3636363636364,708.04,1024.44,708.2,1025.72,707.734693877551,200,-0.3784396943076382
199,1321.2,1334.44,1040.44,1051.96,1320.872340425532,748.560975609756,1041.24,761.56,1040.7142857142858,748.9512195121952,201,-0.3417672413867934
200,1304.809523809524,1275.16,1000.75,1011.72,1280.2380952380952,709.56,1000.7142857142856,709.72,1000.84,709.88,202,-0.3436899054419473
201,1304.4,1316.52,1016.8333333333334,1025.32,1311.96,709.96,1017.3478260869564,713.0,1025.48,727.4347826086956,203,-0.3784396943076382
202,1330.36,1330.5555555555557,1036.04,1032.795918367347,1330.04,733.75,1020.6,733.4,1020.4545454545456,733.3478260869565,204,-0.3426632838855654
203,1307.0,707.18,1023.0,1044.658536585366,1313.16,732.36,1021.56,737.24,1021.8837209302326,730.9183673469388,205,2.7199649496557017
204,1300.8333333333333,1310.28,1034.92,1028.36,1301.0,728.76,1029.72,729.48,1019.0,729.3333333333334,206,-0.3784396943076382
205,1307.0,1307.1702127659576,1025.96,1026.76,1307.0,709.48,1033.0,709.1224489795918,1033.32,709.56,207,-0.3784396943076382
206,1304.92,1296.4444444444443,1009.72,1009.8837209302326,1296.7272727272727,720.52,1009.8,720.12,1009.64,719.8979591836735,208,-0.3784396943076382
207,1335.8333333333333,1345.08,1064.44,1053.875,1334.7073170731708,759.4081632653061,1069.4,759.0,1078.5,759.0,209,-0.3399076154973823
208,1303.75,1309.0,1018.52,1018.7446808510638,1303.0,723.0,1018.7446808510638,723.0,1018.7551020408164,722.2,210,-0.3784396943076382
209,1305.08,722.3469387755102,1028.0434782608695,1008.92,1304.12,715.0,1027.32,714.5833333333334,1027.64,715.0,211,2.7199649496557017
