23_16800_mean_middle,23_6000_mean_middle,18_16800_mean_middle,23_10000_mean_middle,28_16800_mean_middle,18_3000_mean_middle,13_6000_mean_middle,13_3000_mean_middle,13_10000_mean_middle,53_6000_mean_middle,53_8000_mean_middle,18_10000_mean_middle,53_10000_mean_middle,53_3000_mean_middle,33_16800_mean_middle,13_16800_mean_middle,53_16800_mean_middle,43_8000_mean_middle,18_6000_mean_upper,38_3000_mean_upper,28_8000_mean_upper,38_8000_mean_middle,23_6000_mean_upper,13_3000_mean_upper,28_6000_mean_upper,13_6000_mean_lower,13_6000_mean_upper,18_6000_mean_lower,23_10000_mean_upper,33_8000_mean_upper,13_10000_mean_upper,43_8000_mean_upper,18_10000_mean_lower,33_3000_mean_upper,33_6000_mean_upper,23_8000_mean_upper,43_6000_mean_upper,23_6000_mean_lower,43_3000_mean_upper,28_16800_mean_lower,13_8000_mean_upper,18_3000_mean_upper,28_10000_mean_upper,38_8000_mean_upper,33_10000_mean_upper,13_10000_mean_lower,18_8000_mean_upper,18_3000_mean_lower,18_10000_mean_upper,28_3000_mean_upper,Sensor ID
1345.428571428571,1347.0,1082.36,1344.4736842105262,1611.977777777778,1066.12,749.64,776.52,749.48,3046.28,3059.0,1067.0,3059.32,3037.190476190476,1925.88,774.8709677419355,3059.75,2463.4651162790697,0.0,0.0,1637.6666666666667,2192.12,1348.4634146341464,0.0,0.0,0.0,0.0,1063.0,1370.3333333333333,1928.2,0.0,2486.428571428572,1066.0,0.0,0.0,0.0,0.0,1346.0243902439024,2507.0,1590.0,775.0,0.0,0.0,0.0,0.0,0.0,1091.0,0.0,1067.2051282051282,0.0,11
1314.68,1329.8,1037.0,1329.530612244898,1585.48,1043.8333333333333,755.0,754.52,754.5918367346939,3032.0731707317077,3034.1020408163267,1043.0,3033.72,3016.469387755102,1911.48,755.0,3035.0,2467.0,0.0,0.0,1595.6315789473683,2183.0,0.0,0.0,1603.0,753.9268292682926,755.9230769230769,0.0,1339.0,1927.0,763.0,2467.8571428571427,1042.6923076923076,1927.0,0.0,0.0,0.0,0.0,0.0,0.0,755.7,1051.0,0.0,0.0,1926.2,0.0,1043.8333333333333,0.0,1043.936170212766,0.0,12
1328.04,1328.6,1035.0,1329.16,1598.28,1035.0,720.0526315789474,745.7272727272727,719.6086956521739,3035.0,3035.0,1034.2,3035.222222222222,3025.72,1893.5454545454545,744.5454545454545,3028.12,2452.5813953488373,1035.2926829268292,0.0,1585.2,2176.28,0.0,0.0,0.0,0.0,745.0,1034.2340425531916,0.0,1919.0,746.0,2476.714285714286,0.0,0.0,1918.0,1346.2727272727273,2477.0,0.0,2477.6666666666665,0.0,0.0,1036.5813953488373,0.0,0.0,0.0,0.0,0.0,1034.2820512820513,0.0,0.0,13
1310.52,1311.0,1023.0,1318.84,1579.96,1024.04,733.24,733.16,733.32,3014.92,3014.04,1022.44,3014.12,3021.16,1911.0,733.56,3020.44,2446.1428571428573,1024.0666666666666,0.0,1595.0,2178.04,1312.1818181818182,0.0,0.0,0.0,0.0,1022.4736842105264,0.0,0.0,0.0,2467.4444444444443,0.0,0.0,1911.0,1311.4761904761904,2471.0,1310.4146341463415,2467.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1599.0,14
1303.3809523809523,1303.96,1043.0,1303.65306122449,1592.1914893617022,1042.265306122449,751.0,750.1304347826087,751.0,3029.8571428571427,3041.2127659574467,1044.8333333333333,3040.30612244898,3019.782608695652,1902.2888888888888,739.0,3055.16,2464.2,1043.878048780488,0.0,0.0,2168.04,0.0,0.0,0.0,749.1224489795918,751.0975609756098,1042.142857142857,1315.0,1879.8372093023256,751.4878048780488,0.0,1021.0,1880.531914893617,1881.7555555555557,1304.1162790697674,2475.0,0.0,0.0,1571.0,751.1818181818181,1051.0,0.0,0.0,0.0,749.9565217391304,0.0,0.0,0.0,0.0,15
1361.3,1353.56,1069.48,1352.44,1630.7837837837835,1057.938775510204,788.2,763.0930232558139,780.92,3035.818181818182,3035.0,1057.88,3035.3076923076924,3062.84,1934.84,787.96,3051.64,2475.0,0.0,2230.6363636363635,1628.3333333333333,2203.8,0.0,789.2857142857143,0.0,762.2,0.0,0.0,0.0,0.0,0.0,2475.279069767442,0.0,1938.0,1942.111111111111,0.0,2475.5853658536585,0.0,2502.2,1607.0,0.0,1067.0,1627.0,0.0,1942.111111111111,0.0,1083.8,0.0,0.0,0.0,16
1319.24,1309.4,1023.0,1307.0,1572.84,1018.28,732.68,731.96,733.0,3025.0,3025.4489795918366,1021.64,3025.8,3027.0,1878.744680851064,732.68,3010.12,2443.96,0.0,0.0,0.0,2203.190476190476,0.0,0.0,0.0,0.0,0.0,0.0,1311.1,1879.75,0.0,0.0,0.0,1879.595744680851,1879.8,0.0,2444.116279069768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1909.0,0.0,0.0,0.0,0.0,0.0,17
1319.32,1313.96,1034.44,1306.9,1580.84,1023.2553191489362,729.72,729.8571428571429,730.28,3027.0,3018.12,1024.36,3016.68,3015.0,1910.3,741.16,2993.08,2458.44,0.0,2200.333333333333,0.0,2175.08,0.0,755.0,1603.0,0.0,0.0,0.0,1331.4,0.0,0.0,0.0,0.0,1891.19512195122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1041.6666666666667,0.0,0.0,0.0,0.0,1044.3333333333333,0.0,0.0,0.0,18
1319.936170212766,1319.0,1033.893617021277,1319.0,1579.0,1035.0,734.52,729.56,743.0,3029.32,3038.68,1035.0,3030.6,3031.24,1904.68,744.3617021276596,3037.8,2456.276595744681,1035.9302325581396,0.0,1605.0,2179.4,1319.9302325581396,0.0,1603.0,0.0,0.0,1034.3170731707316,1319.936170212766,1896.8461538461536,743.8421052631579,2483.0,1033.893617021277,1920.0,1895.5128205128208,1319.857142857143,2485.0,1318.3,2458.2380952380954,1577.8837209302326,744.1,1035.936170212766,0.0,0.0,1919.0,741.6666666666666,0.0,1034.7,1035.4102564102564,1582.2888888888888,19
1049.88,1332.04,706.12,1332.0434782608695,396.1707317073171,1021.32,680.3877551020408,680.3913043478261,681.48,3031.0,3031.0,1023.0,3030.894736842105,3024.68,1239.8,411.0,399.0975609756098,2462.68,0.0,0.0,0.0,2195.0,0.0,0.0,0.0,0.0,707.0,0.0,0.0,0.0,0.0,0.0,1021.938775510204,0.0,1911.5,0.0,0.0,0.0,0.0,0.0,680.3333333333334,0.0,0.0,2195.651162790697,1911.0,0.0,0.0,0.0,1023.1052631578948,0.0,20
259.09302325581393,1325.8,1045.96,1323.0,1606.047619047619,1035.0,739.4,739.72,740.04,3044.155555555556,3044.6363636363635,1045.72,3043.0,3043.8,1926.44,740.04,3044.75,2449.818181818182,1035.4651162790697,0.0,1607.0,2181.048780487805,0.0,0.0,0.0,0.0,0.0,1034.3777777777775,1324.5454545454545,1931.0,0.0,2475.0,0.0,0.0,0.0,1347.0,0.0,0.0,2472.333333333333,1582.0,0.0,1036.4222222222222,0.0,0.0,0.0,0.0,1035.4545454545455,1034.5348837209303,0.0,0.0,21
1359.08,1353.32,1046.6,1332.6744186046512,1600.84,1046.04,841.16,840.68,840.76,3013.72,3024.84,1045.72,3025.32,3063.372093023256,1967.085106382979,841.08,2906.2820512820517,2445.583333333333,0.0,0.0,0.0,2199.390243902439,0.0,0.0,0.0,0.0,0.0,0.0,1382.428571428571,1975.0,0.0,2471.0,0.0,0.0,0.0,1380.6,0.0,0.0,2470.0,0.0,0.0,0.0,0.0,2225.5,1967.923076923077,0.0,0.0,0.0,0.0,0.0,22
1359.8,1351.96,1069.64,1357.88,1635.6666666666667,1056.5510204081634,745.1904761904761,771.7441860465116,771.1739130434783,3064.04,3074.04,1071.88,3059.96,3069.08,1937.72,781.16,3057.72,2479.972972972973,0.0,0.0,0.0,2183.9,0.0,0.0,0.0,0.0,771.5,0.0,0.0,1956.2631578947369,0.0,2504.090909090909,0.0,1975.888888888889,1972.3333333333333,0.0,2479.372093023256,0.0,2503.0,1611.3636363636365,0.0,1079.0,0.0,2208.2,1975.0,746.0,0.0,0.0,0.0,0.0,23
1322.28,1316.84,1034.36,1307.0,1592.8666666666666,1031.88,730.44,730.28,729.4,3017.5454545454545,3016.387755102041,1020.28,3016.12,3016.4736842105262,1885.1739130434785,744.92,3014.909090909091,2440.2380952380954,1045.8,0.0,0.0,2169.333333333333,0.0,0.0,0.0,0.0,0.0,0.0,1310.219512195122,1907.571428571429,0.0,2464.0,0.0,1907.909090909091,1907.5833333333333,0.0,0.0,0.0,0.0,1567.8,731.8,0.0,0.0,2195.0,1907.1,0.0,1047.0,0.0,0.0,0.0,24
1357.64,1341.5777777777778,1080.0731707317073,1341.4615384615386,1627.0,1062.68,790.3170731707318,776.92,776.76,3080.12,3078.76,1071.56,3078.52,3071.8888888888887,1921.08,779.16,3079.8,2476.333333333333,1082.0,2253.0,1653.0,2218.36,1367.0,0.0,1651.0,766.5555555555555,0.0,1043.0,1365.5454545454545,0.0,0.0,2498.2,0.0,0.0,0.0,1368.3333333333333,2499.8,0.0,2503.8888888888887,1626.3846153846157,0.0,0.0,1655.0,0.0,0.0,0.0,1079.8,0.0,0.0,1634.8,25
1346.52,1349.0,1050.2,1348.68,1610.6,1067.08,775.0,774.2,774.04,3052.1428571428573,3060.6,1067.0,3047.833333333333,3058.12,1913.24,773.8,3057.16,2467.4210526315787,1068.1162790697674,0.0,1619.7,2200.2,0.0,0.0,0.0,773.9268292682926,775.9230769230769,1066.2631578947369,0.0,1923.0,0.0,2491.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1619.9,0.0,0.0,0.0,0.0,0.0,0.0,1639.0,26
1333.8695652173913,1334.76,696.76,1335.0,1625.9333333333334,1048.36,763.16,763.0,763.0,3052.6666666666665,3042.92,1048.84,3029.7906976744184,3055.0,1933.9166666666667,779.24,3062.92,2465.3673469387754,0.0,2171.8205128205127,0.0,2170.92,0.0,764.4285714285714,0.0,0.0,0.0,0.0,1336.0731707317073,0.0,763.7441860465116,2487.0,0.0,0.0,0.0,1343.0,0.0,0.0,2471.4102564102564,1599.8,771.0,0.0,0.0,0.0,0.0,762.1428571428571,0.0,0.0,0.0,1625.0,27
1313.08,1331.48,1039.0,1330.84,1592.68,1039.0,757.64,757.08,755.0,3037.64,3059.56,1039.0,3073.5263157894738,3034.0222222222224,1908.2,749.8,3023.5405405405404,2459.72,1039.75,0.0,1603.0,2185.333333333333,0.0,0.0,1603.0,0.0,0.0,1038.8048780487804,0.0,1903.8,755.5333333333333,0.0,1038.6279069767445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1039.5,1592.047619047619,0.0,0.0,754.4545454545455,1039.65306122449,1038.8181818181818,1039.608695652174,1599.0,28
1355.88,1355.6315789473683,1069.4489795918366,1356.6,1619.0,1069.72,751.5714285714286,751.8,775.0,3073.8695652173915,3066.92,1069.32,3048.5813953488373,3074.720930232558,1928.4222222222224,766.76,3066.84,2480.92,0.0,2191.8695652173915,0.0,2191.408163265306,1380.3333333333333,0.0,0.0,0.0,774.0,0.0,0.0,0.0,775.8421052631579,0.0,0.0,1951.0,0.0,0.0,0.0,0.0,0.0,1616.8,0.0,0.0,0.0,2219.0,0.0,773.0,0.0,0.0,0.0,1631.0,29
1312.021276595745,1312.68,1056.9,1312.12,1589.96,1042.12,745.7755102040817,745.530612244898,747.0,3027.72,3049.72,1044.76,3047.96,3017.0,1900.12,757.72,3054.76,2466.6,0.0,0.0,1604.8181818181818,2193.48,0.0,767.0,0.0,0.0,775.0,0.0,0.0,1915.6666666666667,749.8421052631579,0.0,0.0,1915.0,0.0,1332.3333333333333,0.0,0.0,0.0,0.0,747.5263157894736,0.0,1604.3333333333333,0.0,0.0,745.9090909090909,1059.0,0.0,0.0,1588.2682926829268,30
1346.72,1331.44,821.2,1331.92,1622.08,1057.6262626262626,765.56,765.64,765.6262626262626,3089.56,3090.0,1057.28,3090.111111111112,3090.48,1923.4,765.6938775510204,3088.12,2511.0,0.0,0.0,0.0,2188.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,775.0,2515.4444444444443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1047.0,0.0,1620.121951219512,32
1319.0,1319.0,1035.64,1319.0,1595.28,1024.7777777777778,779.2758620689655,736.64,755.0,3047.5714285714284,3049.026666666666,1024.8181818181818,3040.48,3042.0,1899.96,779.530612244898,3016.896907216495,2456.2380952380954,0.0,2185.823529411765,1601.0,2175.4,1319.5176470588235,0.0,0.0,755.3076923076923,0.0,0.0,1319.923076923077,1918.2,755.8275862068965,2479.5,0.0,0.0,1919.5,1319.7228915662652,2480.846153846154,1318.3258426966293,2481.222222222222,0.0,779.1818181818181,1035.0,1603.0,0.0,1919.3636363636365,754.4022988505748,0.0,0.0,1035.0,1603.0,33
1258.3734939759036,1259.0,969.4691358024692,1258.0707070707072,1494.578947368421,969.52,653.6823529411764,675.989247311828,665.68,2939.96,2948.090909090909,969.48,2941.04,2944.301204819277,1828.857142857143,658.92,2940.92,2363.6,979.0,2107.0,1521.7692307692307,2096.3164556962024,1259.7692307692307,0.0,1503.470588235294,0.0,677.9333333333333,0.0,0.0,1855.0,0.0,0.0,0.0,1852.3333333333333,0.0,0.0,2363.9,1257.964705882353,2364.0526315789475,0.0,0.0,0.0,1522.6666666666667,0.0,0.0,0.0,979.0,0.0,0.0,1519.0,34
1301.4651162790697,1300.6774193548388,1011.8,1301.0869565217392,1587.76,1012.72,861.84,804.32,861.64,3029.813186813187,3017.12,1012.3333333333334,3014.76,3029.8,1924.4,861.6262626262626,3015.72,2475.0,0.0,2189.782608695652,1666.3684210526317,2189.88,1349.4,0.0,1639.0,0.0,0.0,0.0,1351.0,0.0,0.0,2477.6987951807228,1003.0,0.0,0.0,0.0,0.0,1291.0,0.0,0.0,863.1012658227849,0.0,0.0,0.0,0.0,0.0,1023.0,0.0,0.0,0.0,35
1353.44,1345.574712643678,1054.88,1345.72,1616.857142857143,1064.4949494949494,743.68,743.36,743.52,3047.903225806452,1856.68,1067.0,3085.712643678161,3043.56,1950.28,743.9620253164557,3077.44,2459.8,1068.2857142857142,0.0,1627.0,2196.454545454545,1368.8461538461538,0.0,1619.9156626506024,0.0,0.0,1066.1052631578948,0.0,1963.0,0.0,0.0,1066.2444444444443,0.0,0.0,0.0,0.0,0.0,0.0,1595.0,0.0,0.0,0.0,0.0,1957.4,0.0,1067.8636363636365,1055.0,1067.4819277108434,1619.1975308641977,36
1307.888888888889,1311.0,975.5473684210526,1311.24,1561.379746835443,984.84,739.76,739.7272727272727,739.8080808080808,3018.1724137931037,405.59090909090907,975.6464646464648,3047.848484848485,3019.0,1903.530120481928,597.24,383.7894736842105,2433.488888888889,995.0,0.0,0.0,2172.212121212121,1311.7710843373493,0.0,1595.0,0.0,0.0,0.0,0.0,1903.93023255814,0.0,2456.6,0.0,1903.629213483146,1903.7058823529408,0.0,2457.782608695652,1309.952380952381,2463.0,473.75,0.0,0.0,0.0,0.0,1904.10843373494,715.0,0.0,0.0,999.0,0.0,37
1348.0,1348.84,1075.96,1348.72,1663.0,1102.36,753.28,752.72,752.32,3014.0,421.8085106382979,1067.8,3053.595744680851,3014.182795698925,1937.16,753.4,3035.28,2435.0,0.0,0.0,0.0,2199.0,0.0,0.0,0.0,0.0,0.0,1028.0,0.0,0.0,0.0,2435.423529411765,0.0,0.0,0.0,0.0,2443.0,0.0,2435.9876543209875,1661.571428571429,0.0,0.0,0.0,2200.1428571428573,0.0,0.0,0.0,0.0,0.0,1663.9655172413793,38
1373.8354430379748,1340.3877551020407,1071.0,1323.0,1578.560975609756,1071.0,865.6,867.0,865.989898989899,2995.742268041237,2991.0,1071.0,2991.0,2991.0,1947.0,867.0,2991.5128205128203,2437.8282828282827,1071.893617021277,2240.0526315789475,0.0,2239.0,1471.0,867.2962962962963,0.0,0.0,0.0,1070.7037037037037,1327.4761904761904,1947.584269662921,875.0,2463.0,1070.4352941176471,1947.5393258426968,1947.7272727272727,1324.1358024691358,2462.5,0.0,2439.4102564102564,0.0,0.0,1071.9462365591398,0.0,2239.817204301075,1947.6265060240964,0.0,1071.860215053763,1070.6455696202531,1071.7191011235957,1579.428571428571,39
1308.8,1321.64,1039.6382978723404,1321.76,1586.76,1040.2,728.88,728.96,738.2,3009.368421052632,3023.6,1041.585858585859,3027.68,3040.44,1924.0,728.6190476190476,3031.0,2457.88,1043.8,0.0,1595.7179487179487,2187.6,0.0,0.0,1603.0,0.0,0.0,1035.0,0.0,0.0,0.0,0.0,0.0,0.0,1955.0,0.0,2470.818181818182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1956.5384615384612,0.0,0.0,0.0,1051.0,0.0,40
1323.0,1312.28,1034.7530864197531,1299.047619047619,1593.2680412371135,1037.3820224719102,721.6823529411764,721.96,721.84,3027.0,3028.1139240506327,1028.08,3028.217391304348,3027.0,1901.6818181818185,739.04,3018.84,2455.96,1037.72,2185.909090909091,0.0,2172.56,0.0,0.0,0.0,0.0,746.2,0.0,1323.0,1928.25,0.0,0.0,0.0,1904.3658536585365,1905.4878048780488,0.0,0.0,0.0,2464.2631578947367,1567.0,0.0,0.0,0.0,0.0,1905.439024390244,0.0,0.0,1012.4545454545456,0.0,1619.0,41
1304.1612903225807,1304.292929292929,1000.72,1303.64,1567.0,1017.32,716.24,709.8915662650602,710.1460674157304,2999.5714285714284,395.3373493975904,1017.56,3027.0,2996.56,1895.88,724.84,2773.989010989011,2431.4,0.0,2172.5652173913045,1591.0,2148.409090909091,0.0,733.3529411764706,1591.0,0.0,0.0,0.0,0.0,0.0,733.9090909090909,0.0,0.0,0.0,0.0,0.0,2446.7894736842104,1295.0,0.0,1542.4,731.6666666666666,0.0,1591.0,2171.333333333333,0.0,0.0,0.0,0.0,0.0,0.0,42
1325.2222222222222,1325.5454545454545,1039.0,1325.56,1587.3456790123455,1038.8588235294117,719.0,719.0,719.0,3042.222222222222,3043.044943820225,1039.0,3042.492957746479,3041.773333333333,1916.64,719.0,3030.48,2477.5416666666665,1062.2,0.0,0.0,2187.577319587629,1335.0,719.8842105263158,1610.3846153846157,718.6315789473684,720.0322580645161,0.0,0.0,0.0,719.5714285714286,0.0,1038.3411764705882,0.0,1951.470588235294,1335.0,0.0,0.0,0.0,0.0,719.9263157894737,1061.571428571429,1609.1818181818182,0.0,0.0,718.9069767441861,0.0,1031.0,1039.9767441860463,0.0,43
1301.212765957447,1301.92,1006.24,1301.36,1567.6666666666667,1018.6767676767676,699.56,699.28,699.4,3017.481012658228,3027.92,1019.12,3027.48,3024.2,1898.64,699.3218390804598,3001.32,2419.36,0.0,2167.0,1591.0,2143.2978723404253,0.0,0.0,0.0,0.0,0.0,1011.0,0.0,0.0,0.0,0.0,0.0,0.0,1907.5,0.0,0.0,0.0,0.0,0.0,0.0,1027.0,0.0,0.0,1907.0,0.0,0.0,0.0,0.0,0.0,44
1340.4,1339.96,1044.6,1340.2,1631.08,1052.16,745.9090909090909,745.96,746.12,3048.96,3048.76,1052.090909090909,3048.84,3043.96,1905.56,770.1168831168832,3041.88,2480.28,0.0,2231.4,1641.2222222222222,2207.64,0.0,0.0,0.0,0.0,755.0,1027.0,0.0,0.0,0.0,0.0,1027.0,0.0,1921.6666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1920.0,0.0,0.0,0.0,0.0,0.0,45
1317.1777777777777,1317.2916666666667,1030.3563218390805,1317.3820224719102,1579.5360824742268,1029.04,715.0,715.0,715.0,3041.305882352942,3041.5777777777776,1029.88,3041.3030303030305,3018.695652173913,1897.530612244898,713.92,3026.8,2461.64,1031.4761904761904,0.0,0.0,2194.16,1341.0,716.0232558139535,0.0,714.1058823529412,715.7407407407408,1030.2444444444443,1340.2,0.0,715.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,716.0731707317074,0.0,1603.0,0.0,1924.6470588235293,714.1397849462365,0.0,0.0,0.0,1600.3333333333333,46
1272.591836734694,1273.2068965517242,978.8,1263.92,1496.48,964.548387096774,700.64,687.52,700.6969696969697,2435.775510204081,2492.896907216495,964.2929292929292,2516.918367346939,2073.28,1659.2424242424242,683.64,1797.1224489795918,2331.0,991.0,0.0,0.0,2069.3797468354437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1827.0,0.0,2335.2,955.0,1834.4285714285716,0.0,0.0,2354.0,1251.923076923077,0.0,0.0,0.0,989.8571428571428,1512.0389610389611,2087.6,0.0,691.0,975.0,0.0,0.0,0.0,47
1288.28,1281.7755102040817,1022.0857142857144,1281.8,1571.16,1023.0,736.04,736.68,736.36,3018.84,3023.88,1022.12,3017.0,3020.44,1899.48,735.96,3025.8695652173915,2440.36,1023.8571428571428,2185.6666666666665,0.0,2163.0,1303.0,0.0,0.0,0.0,0.0,1022.219512195122,1303.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2448.090909090909,0.0,0.0,0.0,0.0,1023.6829268292682,0.0,2163.9565217391305,0.0,0.0,1023.7179487179488,1022.1627906976744,0.0,0.0,48
