23_16800_mean_middle,23_6000_mean_middle,18_16800_mean_middle,23_10000_mean_middle,28_16800_mean_middle,18_3000_mean_middle,13_6000_mean_middle,13_3000_mean_middle,13_10000_mean_middle,53_6000_mean_middle,Sensor ID
1341.8,1330.2888888888888,1057.0,1330.7,1595.5555555555557,1055.24,761.3255813953489,759.8181818181819,761.0444444444445,3039.25,89
1352.6,1340.0,1063.4,1337.88,1610.76,1047.64,740.9130434782609,759.72,742.1020408163265,3029.56,90
1344.4358974358977,1343.9795918367347,1058.52,1344.2,1611.0,1058.9,774.52,774.6,774.28,3052.860465116279,91
1376.3061224489795,1363.0,1056.36,1362.52,1635.0,1056.44,708.04,182.5,708.12,3034.2,92
1262.888888888889,1288.9591836734694,1001.051282051282,1288.904761904762,1538.92,1000.3061224489796,689.48,690.04,689.4,1747.88,93
1263.32,1251.0833333333333,979.8,1273.88,1538.04,967.88,673.72,673.24,673.16,2964.488372093024,94
1245.3529411764705,1248.76,964.4166666666666,1249.08,1529.0,964.04,665.0,674.1836734693877,674.28,2948.9166666666665,95
1339.08,1334.36,1059.2727272727273,1334.44,1607.878048780488,1058.44,746.063829787234,747.0,747.0,3064.68,96
1368.3061224489795,1368.68,1067.0,1368.36,1667.0,1067.0,826.1020408163265,827.0,827.0,3068.36,97
1331.7368421052631,1332.6,1073.8,1331.8,1617.857142857143,1067.16,860.52,860.52,860.76,2340.36,98
1328.04,1323.0,1029.5641025641023,1323.2448979591836,1596.52,1029.3829787234042,745.16,744.76,744.52,3017.88,99
1335.56,1337.32,1061.08,1333.4,1605.96,1043.5,748.92,748.92,748.92,3037.8571428571427,100
1338.0,1339.0,1051.0,1388.304347826087,1625.857142857143,1050.04,738.28,738.2,739.0,2998.28,101
1401.72,1391.7567567567569,1080.1914893617022,1391.9142857142858,1644.68,1080.04,791.0,790.1724137931035,789.56,3073.64,102
1359.0,1411.090909090909,1110.44,1411.75,1631.0,1092.6,795.0,793.24,793.72,2988.021276595745,103
1335.421052631579,1335.0,1050.8367346938776,1334.84,1598.3846153846157,1049.56,759.0,759.2448979591836,759.0,3034.92,104
212.86046511627907,1290.28,1018.36,1291.0,1573.8,1009.0869565217392,713.24,713.88,712.6,2994.52,105
1227.8,1243.0,941.24,1243.0,1467.0816326530612,962.4871794871794,672.68,672.84,673.1224489795918,2957.829268292683,106
1239.6666666666667,1239.0,959.7,1239.0,1457.4489795918366,987.0,693.48,695.0,694.28,2954.3469387755104,107
1338.76,1345.32,1074.28,1345.4,1618.6,1065.88,750.44,750.1020408163265,751.0,3043.24,108
1310.2380952380952,1304.12,1015.24,1311.0,1575.72,1027.0,719.0,719.5217391304348,732.28,3030.2,109
1343.0,1336.04,1063.8979591836735,1336.3333333333333,1609.1224489795918,1063.0,757.72,757.204081632653,757.72,3056.76,110
1325.0,1326.404255319149,1055.820512820513,1325.9333333333334,1595.72,1046.52,741.25,743.64,730.12,3034.4,111
1327.0816326530612,1325.3673469387754,1040.92,1325.96,1596.84,1040.6,752.3333333333334,751.0,743.08,3040.04,112
1307.0,1298.04,1018.6,1306.7272727272727,1578.92,1014.84,736.52,736.6,734.2,3021.32,113
1335.6,1335.8979591836735,1049.7826086956522,1335.8163265306123,1609.72,1039.24,743.24,743.0,743.3265306122449,3070.4444444444443,114
1340.531914893617,1340.391304347826,1049.08,1332.2,1604.2682926829268,1034.3,739.0,739.0,739.48,3034.6279069767443,115
1338.5897435897436,1315.0,1053.6666666666667,1321.48,1600.106382978723,1031.0,741.8,743.0,740.36,3039.0,116
1337.32,1327.48,1042.6,1327.0,1596.76,1025.32,735.64,736.92,735.48,3050.44,117
1325.72,1319.0,1037.2325581395348,1319.0,1584.469387755102,1035.8,725.88,724.9591836734694,725.4,3046.414634146341,118
1324.9130434782608,1324.76,1038.2,1324.52,1596.12,1038.28,729.0425531914893,728.76,739.96,3049.0,119
1321.96,1312.44,1042.36,1313.4,1602.4871794871794,1029.204081632653,740.6666666666666,741.3,732.12,3023.0,120
1329.24,1323.0,1051.88,1322.75,1591.5333333333333,1046.4736842105262,751.0,751.0,742.2,3025.48,121
235.65116279069767,1307.88,1024.6,1307.72,1588.2,1028.44,735.0,735.2448979591836,735.0,3025.0,122
1330.6190476190477,1330.28,1043.0,1331.56,1595.0,1043.0,751.0,725.829268292683,751.0,3038.04,123
239.1081081081081,1307.6222222222225,1017.56,1307.0,1579.24,1027.88,708.3061224489796,708.52,708.68,3019.7659574468084,124
1345.4,1328.0666666666666,1061.08,1327.72,1596.92,1042.0434782608695,728.76,741.32,728.9166666666666,3037.56,125
1317.1666666666667,1318.4166666666667,1033.2,1316.76,1601.32,1035.0,742.12,741.0,741.2857142857143,3037.315789473684,126
1337.1666666666667,1337.48,1059.8,1335.0,1605.893617021277,1051.0,742.04,741.8,741.0,3032.76,127
1344.0434782608695,1325.48,1063.5128205128206,1333.8,1603.32,1057.24,744.7142857142857,745.08,744.76,3025.4186046511627,128
1335.0,1334.265306122449,1055.1702127659576,1335.4102564102564,1621.24,1054.591836734694,714.265306122449,714.3333333333334,715.0,3053.7,129
1321.24,1307.3636363636365,88.41666666666667,1307.0,1595.0,1027.0,727.0,729.72,729.8,3007.8888888888887,130
1343.48,1330.891891891892,1048.4117647058824,1338.52,1613.64,1059.8,755.0,738.28,754.8048780487804,3054.52,131
1336.0,1324.36,1049.1538461538462,1334.0697674418604,1600.0,1024.5652173913045,743.0,753.32,743.0,2456.92,132
1310.391304347826,1309.2978723404256,1043.2790697674418,1309.3673469387754,1603.2727272727273,1042.7894736842106,743.96,743.64,743.64,3027.0,133
1353.96,1351.08,1067.48,1339.571428571429,1611.32,1052.2,765.8,767.24,768.04,3051.315789473684,134
1324.8333333333333,1324.2444444444443,1032.44,1323.0,1597.0,1043.7826086956522,751.0,751.0,751.0,3028.5813953488373,135
1337.96,1324.128205128205,1027.56,1335.8,1602.04,1039.0,744.76,745.08,744.2,3027.0,136
1321.2857142857142,1320.860465116279,1031.72,1320.5454545454545,1600.92,1040.3636363636365,747.4324324324324,746.2820512820513,747.7368421052631,3021.553191489362,137
1335.7441860465117,1335.0,1054.76,1336.2,1606.04,1047.0,760.92,762.7209302325581,762.0204081632653,3040.297297297297,138
233.66666666666663,1307.0,368.3265306122449,1307.0,1586.68,1018.0909090909092,701.6315789473684,725.7826086956521,703.0,3011.7179487179487,139
1305.24,1293.7317073170732,1022.2,1316.0666666666666,1572.92,1027.72,707.0,721.08,707.0,3008.84,140
1320.7297297297298,1321.16,1041.2564102564102,1320.36,1587.3157894736842,1034.84,750.76,732.6585365853658,730.0,3018.2,141
1322.92,1327.1,1041.48,1339.24,1594.8947368421052,1046.12,726.1666666666666,751.0,727.0,3028.44,142
1320.76,1307.75,1029.16,1307.0,1584.44,1022.12,730.12,729.3673469387755,728.6326530612245,2992.04,143
1315.88,1323.0,730.52,1323.4897959183672,1586.1764705882354,1014.2340425531914,751.0,751.0,751.0,3001.4210526315787,144
1311.08,1309.48,1035.0,1316.2727272727273,1579.96,1022.36,722.36,722.12,721.96,3000.511111111111,145
235.8,1307.72,1028.2631578947369,1307.88,1575.0,1028.12,736.1818181818181,712.5652173913044,712.6,2997.96,146
1319.235294117647,1319.0,1039.56,1319.0,1598.6,1031.96,728.8666666666667,729.32,729.7317073170732,3012.6521739130435,147
1313.1538461538462,1322.28,651.56,1321.857142857143,1604.36,1037.042553191489,720.3636363636364,720.2,719.0,3011.4,148
1317.0,1306.0243902439024,92.24444444444444,1305.3673469387754,1592.12,1023.5714285714286,734.12,748.44,734.12,2991.3,149
239.5581395348837,1295.2727272727273,82.28888888888889,1295.1951219512196,1587.7,1015.8695652173913,730.12,730.3636363636364,730.28,2995.0,150
1302.44,1304.68,1020.76,1292.75,1585.139534883721,1022.448275862069,721.64,730.2,721.0,2983.72,151
1332.0,1331.7826086956522,1040.52,1332.0833333333333,1606.76,1051.1,736.04,741.24,734.52,3031.32,152
1308.061224489796,1308.44,1028.6326530612246,1309.0,1567.0,1027.0,730.52,736.2727272727273,723.16,3004.36,153
794.92,1304.25,1018.68,1305.0,1584.36,1011.32,729.4166666666666,729.48,729.0408163265306,3015.08,154
1322.52,1317.0,1024.6,1322.52,1591.0,1011.5454545454544,748.2173913043479,749.2127659574468,741.8,2999.4210526315787,155
1315.734693877551,1322.36,1031.0,1315.0,1594.12,1031.0,747.0,747.3265306122449,748.2,3014.28,156
1288.44,1303.936170212766,1028.3333333333333,1303.0,1575.64,1028.4883720930231,750.12,761.1904761904761,752.2,3018.04,157
1336.84,1343.0,1074.92,1343.8333333333333,1599.08,1053.64,752.1428571428571,752.795918367347,752.2,3042.92,158
232.6829268292683,1304.76,91.29545454545456,1304.6326530612246,1573.7777777777778,1027.8,717.4,709.9387755102041,720.92,2991.8,159
221.2340425531915,1289.468085106383,429.0,1289.0,357.51162790697674,1004.76,720.25,744.7894736842105,743.75,3001.4166666666665,160
257.3,1329.4,1041.5454545454545,1329.4,1589.1052631578948,1040.795918367347,748.4166666666666,748.531914893617,749.5714285714286,3029.32,161
588.92,1315.0,1035.0,1315.0,1598.5744680851064,1033.88,728.44,728.68,728.6,3014.2,162
220.17073170731703,1293.6122448979593,90.81395348837208,1294.0697674418604,1586.52,1037.530612244898,743.0,742.6,743.0,2995.8,163
1316.1555555555556,1316.68,1037.4,1315.0,1583.9473684210527,1037.88,749.204081632653,749.24,748.92,3002.7894736842104,164
1313.08,1308.92,1044.025641025641,1301.6666666666667,1586.3333333333333,1020.818181818182,738.76,733.1739130434783,733.0,3012.9,165
1303.24,1299.72,429.1224489795918,1300.061224489796,1570.9024390243903,1019.88,728.8095238095239,710.68,704.8536585365854,2996.28,166
729.8,1303.0,1021.051282051282,1279.2,1569.190476190476,1020.84,703.7272727272727,716.6,712.04,2993.88,167
1313.32,1322.2888888888888,1010.3142857142856,1315.48,1588.860465116279,1010.6,726.2,725.2857142857143,726.12,3005.72,168
1327.08,1317.64,1037.88,1326.04,1599.6153846153843,1050.1020408163265,759.0,760.9166666666666,759.0,3015.6315789473683,169
1303.0,1303.9795918367347,1040.28,1304.04,1569.48,1039.64,733.56,733.4,733.48,3002.84,170
1333.0,1341.16,1047.32,1339.24,1595.0,1049.8,749.8571428571429,749.96,750.04,3027.48,171
1336.3061224489795,1336.84,1055.75,1336.6,1596.6,1043.72,754.04,756.52,736.6744186046511,3029.5116279069766,172
231.93617021276597,1304.68,81.8936170212766,1305.08,1573.2564102564102,1000.0526315789474,737.64,737.32,737.48,2999.0,173
1329.24,1323.0,1039.4,1321.938775510204,1612.68,1044.28,764.8461538461538,753.56,765.6315789473684,3029.8571428571427,174
1312.36,1303.0,1029.0,1303.32,1565.909090909091,1017.72,724.92,725.32,725.32,2990.304347826087,175
1313.96,1320.021276595745,1037.2325581395348,1301.96,1588.2682926829268,1038.44,744.3617021276596,733.72,744.4222222222222,3009.153846153846,176
1322.4146341463415,1320.92,1015.08,1321.16,1576.2307692307693,1028.3061224489795,737.24,736.84,737.08,3018.36,177
1343.64,1343.24,1015.88,1333.0,1597.8,1049.64,765.8,766.44,765.24,3039.0,178
1306.92,1299.0,1039.0,1298.92,1581.0,1032.68,730.6,731.32,729.88,3024.860465116279,179
662.04,1307.8695652173913,79.11363636363636,1307.408163265306,1558.84,1019.16,713.16,713.3673469387755,713.0,3011.08,180
1331.0,1309.25,1036.84,1308.787234042553,1601.4,1022.1304347826087,735.64,735.3265306122449,736.52,3022.897435897436,181
1308.953488372093,1309.8,1019.9795918367348,1308.36,1579.0,1010.92,729.0425531914893,728.9591836734694,729.2439024390244,3012.12,182
1282.9183673469388,1311.0,1012.12,1312.2,1573.32,1032.0833333333333,713.16,712.68,714.3469387755102,3006.6,183
1309.0,1304.44,1032.44,1303.8163265306123,1578.6,1028.52,725.72,734.04,733.0,3009.64,184
515.48,1312.142857142857,92.87234042553192,1311.0,1587.24,1029.4,715.0,702.52,715.0,3009.8,185
1315.8333333333333,1313.4,93.325,1315.8163265306123,1598.36,1035.0,743.0,743.0,742.04,3017.243902439024,186
1290.1836734693877,1294.28,1022.92,1285.9268292682927,1580.2941176470588,1032.953488372093,728.52,739.0,738.3191489361702,3017.938775510204,187
221.0,1312.68,76.76086956521739,1295.0,1585.3255813953488,1035.0,747.0,747.0,747.0,3009.139534883721,188
1305.1224489795918,1313.8,95.4,1305.4,1595.0,1031.0,743.0,743.0,743.0,3005.24,189
1309.72,1303.0,1025.88,1301.5777777777778,1577.0,1013.56,726.6842105263158,739.88,726.7073170731708,3000.6,190
224.08333333333331,1308.2,1000.3333333333334,1306.36,1559.08,1009.48,712.1063829787234,712.7872340425532,710.4736842105264,2993.0,191
1308.2380952380952,1283.6808510638298,1009.64,1299.24,1563.235294117647,1019.0,726.1666666666666,720.36,714.6,3002.04,192
1354.92,1346.92,1065.24,1339.8163265306123,1631.0,1069.08,761.64,763.0,761.88,3048.058823529412,193
239.51282051282053,1301.56,1032.68,1296.5510204081634,1563.7368421052631,1018.219512195122,749.32,749.72,749.56,2987.0,194
1284.025641025641,1290.92,998.1666666666666,1290.04,1563.48,996.4468085106384,705.96,705.48,707.0,2979.16,195
1328.047619047619,1329.0869565217392,1062.12,1328.1818181818182,1595.9473684210527,1057.16,737.204081632653,753.72,744.76,3028.04,196
1309.1818181818182,1309.4,1022.2820512820512,1309.56,1566.12,1001.2439024390244,711.0,711.5333333333333,711.0,2998.8,197
1305.4,1315.4,1021.56,1314.5238095238096,1583.0,1033.4,725.56,739.1951219512196,739.5405405405405,3010.6363636363635,198
1319.08,1307.0,1025.4,1319.4,1575.72,1018.76,724.36,724.3333333333334,725.0,3008.28,199
1281.72,1310.265306122449,1024.7272727272727,199.3636363636364,1579.96,1016.36,708.04,708.2,707.734693877551,3011.8,200
1334.44,1321.2,1051.96,1320.872340425532,1602.44,1040.44,748.560975609756,761.56,748.9512195121952,3022.2,201
1275.16,1304.809523809524,1011.72,1280.2380952380952,1566.52,1000.75,709.56,709.72,709.88,2999.333333333333,202
1316.52,1304.4,1025.32,1311.96,1563.0,1016.8333333333334,709.96,713.0,727.4347826086956,3009.0,203
1330.5555555555557,1330.36,1032.795918367347,1330.04,1586.76,1036.04,733.75,733.4,733.3478260869565,3025.1463414634145,204
707.18,1307.0,1044.658536585366,1313.16,1588.68,1023.0,732.36,737.24,730.9183673469388,3015.32,205
1310.28,1300.8333333333333,1028.36,1301.0,1583.32,1034.92,728.76,729.48,729.3333333333334,3018.2,206
1307.1702127659576,1307.0,1026.76,1307.0,1580.25,1025.96,709.48,709.1224489795918,709.56,3027.16,207
1296.4444444444443,1304.92,1009.8837209302326,1296.7272727272727,1582.090909090909,1009.72,720.52,720.12,719.8979591836735,2998.76,208
1345.08,1335.8333333333333,1053.875,1334.7073170731708,1617.4,1064.44,759.4081632653061,759.0,759.0,3046.12,209
1309.0,1303.75,1018.7446808510638,1303.0,1567.0,1018.52,723.0,723.0,722.2,3003.48,210
722.3469387755102,1305.08,1008.92,1304.12,1562.52,1028.0434782608695,715.0,714.5833333333334,715.0,2990.04,211
