23_6000_mean_middle,18_3000_mean_middle,23_16800_mean_middle,18_16800_mean_middle,23_10000_mean_middle,13_6000_mean_middle,18_6000_mean_middle,13_3000_mean_middle,18_8000_mean_middle,13_10000_mean_middle,28_16800_mean_middle,18_10000_mean_middle,13_8000_mean_middle,53_8000_mean_middle,53_6000_mean_middle,33_16800_mean_middle,53_3000_mean_middle,53_10000_mean_middle,13_16800_mean_middle,53_16800_mean_middle,18_6000_mean_upper,43_8000_mean_middle,13_6000_mean_lower,38_3000_mean_upper,23_6000_mean_upper,28_8000_mean_upper,38_8000_mean_middle,13_6000_mean_upper,18_6000_mean_lower,13_10000_mean_upper,18_10000_mean_lower,33_8000_mean_upper,13_3000_mean_upper,28_6000_mean_upper,33_3000_mean_upper,33_6000_mean_upper,43_3000_mean_upper,13_8000_mean_upper,18_10000_mean_upper,13_10000_mean_lower,43_6000_mean_upper,18_8000_mean_lower,18_3000_mean_upper,18_3000_mean_lower,18_8000_mean_upper,28_10000_mean_upper,43_8000_mean_upper,23_10000_mean_upper,13_8000_mean_lower,23_6000_mean_lower,Sensor ID
0.1609947861901095,0.7885572213881934,0.2905079712774312,0.44735929691597964,-0.14573692151059867,1.4825746452749602,1.1776794471986938,1.6454074585570466,1.2154495442761735,2.7291278301720765,0.10568283435489587,1.3265805547324643,2.7456278100083757,0.08674473179083829,0.13235530970772263,0.6861768003880214,0.04778307008056443,-0.08770636239074486,-0.1792273787682128,0.23917470100440805,-0.832275588142662,-0.5088415029045454,1.6741623125472294,-0.8163174750952997,-0.8321928733217687,1.1147478385690774,2.5204930086271338,1.5124777907984845,-0.6992498026694551,1.515232736762327,1.55425647295779,1.0989505414669947,1.5676146497386492,1.0771443044846525,1.2180368699205286,1.1637545691273203,-0.7922955459545455,1.65560367882336,1.494993656621732,1.680003247026002,-0.7452599431306146,-0.6174665730931148,-0.7450336075423942,-0.6469044317036369,1.3959107347544384,1.3692987414493445,-0.8409268741560872,1.174582889564262,1.8976389289326911,-0.6917840050096817,1
-1.0284747289073175,-1.521692408605729,0.11875171432202343,0.0035321900961722305,-0.9778857928344689,-0.9800546760518838,-3.046176792359624,-1.0744847297294098,-3.0307458599055463,-1.9881044352216373,-0.3988408734952871,-3.621375839762615,-2.0100063871076705,-3.0724482507748325,0.00801757525156261,-0.9439533004615629,-0.09293174273019783,-0.20419437556225092,-0.21344512486831949,-2.5695366513390736,-0.832275588142662,-2.914533324921312,1.250740870475081,1.1610814605038342,1.0497230004629738,1.0418347269996082,-2.3099095610688343,1.1056657472864777,-0.6992498026694551,-0.7519741855117758,1.286764878724339,0.9738149954983603,1.1578887867633392,-0.9173971520906334,1.0914032318073372,1.0377209780088552,1.1959517420027492,1.2357147802066246,1.235696218069862,-0.6986037421583892,1.281166794854931,-0.6174665730931148,1.2000291998435653,1.3579429574268722,-0.7527648433989315,-0.7221174934789177,-0.8409268741560872,1.0517720837509277,1.4486891654444731,1.3233401898304975,2
-0.24343619343052209,-0.6214365328023057,0.27348731248065755,0.2608373191541697,-0.21655810204879936,-0.3437645054604072,-1.1548539775713242,-0.35702127681925333,-1.150253787436458,-0.7639801014223998,0.05976451418204206,-0.2608887885013713,-0.7555472043008444,0.09338505914420575,0.14707966693891103,-0.0911463215934569,0.04892709294894487,-0.0819437044953352,-0.20449134118364784,0.20583012850398996,-0.832275588142662,-0.6223754281782969,-0.6987513078203896,1.21886078446656,1.179175992061594,-0.8913267250567896,-0.5986480781082911,-0.7707970622814395,-0.6992498026694551,-0.7519741855117758,1.4223863663381398,-0.9441287099947221,-0.7344756610284927,1.0598098866111032,-0.8490955901199276,-0.8913839560881469,-0.7922955459545455,-0.6908932838536102,-0.6916800180952166,-0.6986037421583892,-0.7452599431306146,-0.6174665730931148,1.2672270512188428,1.4913234389719727,1.2991876185658842,1.3619198472731884,-0.8409268741560872,1.1837196868379891,-0.6095337781149299,1.4083665271655263,3
0.039140193208491894,-0.12667008692312223,0.3438243395613651,0.2997107559183278,0.03341983549207108,-0.01630136327316286,1.8247883418385438,-0.005640610332516431,0.9782091723374782,-0.14935700495416204,0.3904939232411975,-0.2447299218977341,-0.15659435677217523,0.09819357205526415,0.14302931475384248,0.2886820221020387,0.05922329876436628,-0.06712544133570833,-0.20007245977081833,0.22235276854111866,1.321432721911176,1.1222212084894085,-0.6987513078203896,-0.8163174750952997,1.2512462365441672,-0.8913267250567896,1.6284984236710105,-0.7707970622814395,1.4206879782939903,-0.7519741855117758,1.455855936546173,1.1112187322482334,-0.7344756610284927,1.1864844787639646,1.180171211974897,1.133271322831676,-0.7922955459545455,-0.6908932838536102,1.5630507271077867,-0.6986037421583892,-0.7452599431306146,-0.6174665730931148,-0.7450336075423942,-0.6469044317036369,-0.7527648433989315,-0.7221174934789177,-0.8409268741560872,-0.840157474632797,-0.6095337781149299,1.447530173453176,4
0.22123401485169628,0.2902770719612363,0.3871753939187746,0.3563922159472775,0.22726157257692453,0.08486611154891358,0.32794049464130354,0.08110189729391701,0.38252491791800985,0.04015178312354282,0.08396111674974127,0.36412730197672416,0.04648407651007917,-2.444135897063141,0.24361306068304162,0.061688879980065614,0.1921246787932137,0.31677173916027834,-0.1986725986359121,0.36596218970658495,-0.832275588142662,0.5313747313603491,1.4336980518287554,-0.8163174750952997,-0.8321928733217687,-0.8913267250567896,-0.24735729818023974,1.2824817538655613,1.404225638701962,1.286733267978255,-0.68410470862994,1.0397446564233077,-0.7344756610284927,-0.9173971520906334,1.158191818270977,1.1046660669290522,-0.7922955459545455,1.4190970054034016,1.4623262627884255,1.4377706136938013,1.3445257000209787,-0.6174665730931148,-0.7450336075423942,1.5280254506723023,-0.7527648433989315,-0.7221174934789177,1.1848741266604952,-0.840157474632797,1.6425819755996165,-0.6917840050096817,5
-0.4669225973162578,-0.026620104958448312,0.23897527785972345,0.40013694904892694,-0.314124693119664,-12.278198657004094,0.25701997437016855,0.40013789991995025,-0.17042810886300436,0.28856195127945466,0.14318961369429925,-0.14556532566092553,0.2135739266790228,0.16276503114662583,0.24303801068145878,-0.0020780471997441214,0.09149061043662918,0.03289783499176946,-0.19478258118453157,0.2901923851375522,-0.832275588142662,0.5651280604957925,-0.6987513078203896,1.2497189869512573,1.1223995271593605,1.1028460417400872,0.4203618404841705,-0.35080701312724594,-0.6992498026694551,-0.7519741855117758,-0.68410470862994,-0.9441287099947221,-0.7344756610284927,1.0651610986064803,-0.8490955901199276,1.1248833154617337,-0.7922955459545455,-0.6908932838536102,1.470493111246752,-0.6986037421583892,-0.7452599431306146,-0.6174665730931148,1.3639766849602935,-0.6469044317036369,1.348118136167153,1.3655138492537249,-0.8409268741560872,-0.840157474632797,-0.6095337781149299,1.3944531265107034,6
-0.10957124084921982,0.22492218597270872,0.34155597043801217,0.34535902552314574,-0.10780072296495274,-0.029612873118172067,0.259961378436719,-0.008581034319852555,0.3021075435713786,-0.18008815977757503,0.030715296264229166,0.2694597689187953,-0.192582939885486,0.17581670904807115,0.22310980730176347,-0.016947296313406496,0.060138517059070896,0.09422897973577868,-0.20063659017949578,-0.17559825731887976,-0.832275588142662,-0.08539064647812791,-0.6987513078203896,-0.8163174750952997,1.160744387653523,1.112177183994513,0.06973047786728474,-0.7707970622814395,-0.6992498026694551,-0.7519741855117758,1.4809581142021977,1.0483840789822942,-0.7344756610284927,1.0864782218011793,1.1665431310615593,-0.8913839560881469,-0.7922955459545455,-0.6908932838536102,-0.6916800180952166,-0.6986037421583892,-0.7452599431306146,-0.6174665730931148,-0.7450336075423942,-0.6469044317036369,-0.7527648433989315,-0.7221174934789177,-0.8409268741560872,1.193724224634919,-0.6095337781149299,1.4391813341282895,7
0.5377452162939294,0.5946377719044114,0.44107929593699935,0.4445044913403806,0.4132713202846137,0.2327717764934692,0.2840528784103211,0.27918606931889195,0.3110428073876709,0.34341975835458177,0.39326548968242936,0.3338968030868866,0.37087096511644974,0.2378694232812601,0.2442881193805524,0.23921600524867176,0.1653314198066282,0.12790328675725693,-0.19077667459207032,0.31223146673163876,1.2485801966676777,1.2678110034062882,-0.6987513078203896,1.229825957342746,-0.8321928733217687,1.1718426609098338,0.5527707348368799,1.379953978285986,-0.6992498026694551,1.3772447298040886,-0.68410470862994,1.0673996062828988,1.4263268225017458,1.1374814128521997,-0.8490955901199276,1.1548404846400995,1.2961250917926643,1.513493343976689,-0.6916800180952166,-0.6986037421583892,1.3612760481465929,-0.6174665730931148,-0.7450336075423942,-0.6469044317036369,-0.7527648433989315,-0.7221174934789177,1.2186456736515299,-0.840157474632797,-0.6095337781149299,-0.6917840050096817,8
0.7343522750930261,1.6929105418779882,0.7308123126889187,0.5965819161758671,1.1915752646404676,1.502541910042476,2.607201823539456,1.6454074585570466,2.6520819272561855,2.7291278301720765,0.25985180464569957,2.776950272868834,2.779045780042163,0.2572328965980498,0.1914085214088256,0.5801781928450936,0.1461690367612606,0.22915406801908675,-0.1876800868588878,-0.3686707636994128,-0.832275588142662,1.061385684726756,-0.6987513078203896,-0.8163174750952997,1.3629043617988583,-0.8913267250567896,1.2422234616997017,-0.7707970622814395,-0.6992498026694551,1.5167280914433914,-0.68410470862994,1.0857657820970423,1.5697698682469532,1.0978425691833138,1.205191783827782,1.1508022582348552,-0.7922955459545455,-0.6908932838536102,-0.6916800180952166,1.679814878154962,1.3526209987317213,-0.6174665730931148,-0.7450336075423942,-0.6469044317036369,-0.7527648433989315,1.3949180311378753,-0.8409268741560872,-0.840157474632797,-0.6095337781149299,1.466568057065228,9
0.6398456038559401,1.100278205605116,0.5008458911001216,0.4672367572114849,0.7193782316304245,0.5600870130157685,1.618890057180412,0.6342616588300353,1.7138792265455214,1.7047560027250162,0.3889900647982822,1.7409719027714283,0.9569095421741883,0.3157215370793554,0.2926673260355355,0.41234706423545603,0.21023431739055123,0.32391205870998563,-0.19014006536230088,0.41536878907762903,-0.832275588142662,2.2804108774694676,-0.6987513078203896,-0.8163174750952997,-0.8321928733217687,-0.8913267250567896,1.0654453633997085,-0.7707970622814395,-0.6992498026694551,-0.7519741855117758,-0.68410470862994,-0.9441287099947221,1.4894159461084682,-0.9173971520906334,1.2005630916868535,-0.8913839560881469,-0.7922955459545455,1.5702343125180096,-0.6916800180952166,1.51792229843327,1.384539355568576,1.7298137951597654,1.4165322772432873,1.6531305734817188,1.4061520058802852,1.4165486773773392,-0.8409268741560872,-0.840157474632797,-0.6095337781149299,-0.6917840050096817,10
